MEASURED_IN_DATE,P_ZAB,WELL_NAME,OIL_RATE_5_days_ago,OIL_RATE_4_days_ago,OIL_RATE_3_days_ago,OIL_RATE_2_days_ago,OIL_RATE_1_days_ago,TARGET_OIL_RATE
2021-03-28,0.0,29,100.47999999999996,100.47999999999996,107.27999999999994,107.27999999999994,109.03999999999996,109.11999999999996
2021-03-29,-116.82654713222564,29,100.47999999999996,107.27999999999994,107.27999999999994,109.03999999999996,109.11999999999996,109.75999999999996
2021-03-30,998.9342034809916,29,107.27999999999994,107.27999999999994,109.03999999999996,109.11999999999996,109.75999999999996,108.87999999999994
2021-03-31,-544.1642903969514,29,107.27999999999994,109.03999999999996,109.11999999999996,109.75999999999996,108.87999999999994,108.87999999999994
2021-04-01,-6.326923797581912,29,109.03999999999996,109.11999999999996,109.75999999999996,108.87999999999994,108.87999999999994,102.71999999999994
2021-04-02,1.0716557419655146,29,109.11999999999996,109.75999999999996,108.87999999999994,108.87999999999994,102.71999999999994,103.11999999999996
2021-04-03,-233.7760340536579,29,109.75999999999996,108.87999999999994,108.87999999999994,102.71999999999994,103.11999999999996,103.27999999999994
2021-04-04,-1.058433577228243,29,108.87999999999994,108.87999999999994,102.71999999999994,103.11999999999996,103.27999999999994,103.11999999999996
2021-04-05,-72.85454377491169,29,108.87999999999994,102.71999999999994,103.11999999999996,103.27999999999994,103.11999999999996,103.35999999999994
2021-04-06,-828.7331431173307,29,102.71999999999994,103.11999999999996,103.27999999999994,103.11999999999996,103.35999999999994,103.51999999999995
2021-04-07,539.8886378659554,29,103.11999999999996,103.27999999999994,103.11999999999996,103.35999999999994,103.51999999999995,116.00999999999996
2021-04-08,-61.857493371622695,29,103.27999999999994,103.11999999999996,103.35999999999994,103.51999999999995,116.00999999999996,115.91999999999996
2021-04-09,4.252913980602898,29,103.11999999999996,103.35999999999994,103.51999999999995,116.00999999999996,115.91999999999996,103.03999999999996
2021-04-10,213.01574398310004,29,103.35999999999994,103.51999999999995,116.00999999999996,115.91999999999996,103.03999999999996,103.03999999999996
2021-04-11,1.058433577228243,29,103.51999999999995,116.00999999999996,115.91999999999996,103.03999999999996,103.03999999999996,103.03999999999996
2021-04-12,213.27922310630763,29,116.00999999999996,115.91999999999996,103.03999999999996,103.03999999999996,103.03999999999996,103.43999999999996
2021-04-13,-165.88735056513178,29,115.91999999999996,103.03999999999996,103.03999999999996,103.03999999999996,103.43999999999996,90.08999999999992
2021-04-14,-0.0380572675330768,29,103.03999999999996,103.03999999999996,103.03999999999996,103.43999999999996,90.08999999999992,102.95999999999997
2021-04-15,65.07265883900618,29,103.03999999999996,103.03999999999996,103.43999999999996,90.08999999999992,102.95999999999997,103.03999999999996
2021-04-16,-5.3245697225684125,29,103.03999999999996,103.43999999999996,90.08999999999992,102.95999999999997,103.03999999999996,103.27999999999994
2021-04-17,0.0,29,103.43999999999996,90.08999999999992,102.95999999999997,103.03999999999996,103.27999999999994,103.35999999999994
2021-04-18,0.0,29,90.08999999999992,102.95999999999997,103.03999999999996,103.27999999999994,103.35999999999994,103.43999999999996
2021-04-19,-214.3376566835359,29,102.95999999999997,103.03999999999996,103.27999999999994,103.35999999999994,103.43999999999996,103.11999999999996
2021-04-20,-4.313709798529089,29,103.03999999999996,103.27999999999994,103.35999999999994,103.43999999999996,103.11999999999996,102.79999999999995
2021-04-21,4.313709798529089,29,103.27999999999994,103.35999999999994,103.43999999999996,103.11999999999996,102.79999999999995,103.11999999999996
2021-04-22,-1.0782623234536004,29,103.35999999999994,103.43999999999996,103.11999999999996,102.79999999999995,103.11999999999996,102.55999999999996
2021-04-23,1.0782623234536004,29,103.43999999999996,103.11999999999996,102.79999999999995,103.11999999999996,102.55999999999996,103.35999999999994
2021-04-24,-107.49923141666297,29,103.11999999999996,102.79999999999995,103.11999999999996,102.55999999999996,103.35999999999994,103.19999999999996
2021-04-25,0.0,29,102.79999999999995,103.11999999999996,102.55999999999996,103.35999999999994,103.19999999999996,102.87999999999997
2021-04-26,0.0,29,103.11999999999996,102.55999999999996,103.35999999999994,103.19999999999996,102.87999999999997,102.95999999999997
2021-04-27,-5.35761789785829,29,102.55999999999996,103.35999999999994,103.19999999999996,102.87999999999997,102.95999999999997,115.82999999999996
2021-04-28,0.0,29,103.35999999999994,103.19999999999996,102.87999999999997,102.95999999999997,115.82999999999996,115.01999999999995
2021-04-29,1.0782623234536004,29,103.19999999999996,102.87999999999997,102.95999999999997,115.82999999999996,115.01999999999995,115.82999999999996
2021-04-30,-1.0782623234536004,29,102.87999999999997,102.95999999999997,115.82999999999996,115.01999999999995,115.82999999999996,115.19999999999996
2021-05-01,107.49923141666297,29,102.95999999999997,115.82999999999996,115.01999999999995,115.82999999999996,115.19999999999996,114.56999999999996
2021-05-02,0.0,29,115.82999999999996,115.01999999999995,115.82999999999996,115.19999999999996,114.56999999999996,113.66999999999996
2021-05-03,0.0,29,115.01999999999995,115.82999999999996,115.19999999999996,114.56999999999996,113.66999999999996,113.30999999999996
2021-05-04,5.35761789785829,29,115.82999999999996,115.19999999999996,114.56999999999996,113.66999999999996,113.30999999999996,113.66999999999996
2021-05-05,0.0,29,115.19999999999996,114.56999999999996,113.66999999999996,113.30999999999996,113.66999999999996,113.48999999999997
2021-05-06,0.0,29,114.56999999999996,113.66999999999996,113.30999999999996,113.66999999999996,113.48999999999997,113.75999999999996
2021-05-07,-212.9496325563814,29,113.66999999999996,113.30999999999996,113.66999999999996,113.48999999999997,113.75999999999996,113.84999999999997
2021-05-08,0.0,29,113.30999999999996,113.66999999999996,113.48999999999997,113.75999999999996,113.84999999999997,114.02999999999996
2021-05-09,0.0,29,113.66999999999996,113.48999999999997,113.75999999999996,113.84999999999997,114.02999999999996,113.66999999999996
2021-05-10,0.0,29,113.48999999999997,113.75999999999996,113.84999999999997,114.02999999999996,113.66999999999996,113.21999999999996
2021-05-11,0.0,29,113.75999999999996,113.84999999999997,114.02999999999996,113.66999999999996,113.21999999999996,114.11999999999996
2021-05-12,0.0,29,113.84999999999997,114.02999999999996,113.66999999999996,113.21999999999996,114.11999999999996,113.75999999999996
2021-05-13,0.0,29,114.02999999999996,113.66999999999996,113.21999999999996,114.11999999999996,113.75999999999996,113.66999999999996
2021-05-14,107.46680137359364,29,113.66999999999996,113.21999999999996,114.11999999999996,113.75999999999996,113.66999999999996,113.57999999999996
2021-05-15,0.0,29,113.21999999999996,114.11999999999996,113.75999999999996,113.66999999999996,113.57999999999996,113.57999999999996
2021-05-16,0.0,29,114.11999999999996,113.75999999999996,113.66999999999996,113.57999999999996,113.57999999999996,114.56999999999996
2021-05-17,-1.0514870896395223,29,113.75999999999996,113.66999999999996,113.57999999999996,113.57999999999996,114.56999999999996,112.85999999999996
2021-05-18,0.0,29,113.66999999999996,113.57999999999996,113.57999999999996,114.56999999999996,112.85999999999996,112.13999999999996
2021-05-19,0.0,29,113.57999999999996,113.57999999999996,114.56999999999996,112.85999999999996,112.13999999999996,112.67999999999996
2021-05-20,0.0,29,113.57999999999996,114.56999999999996,112.85999999999996,112.13999999999996,112.67999999999996,112.22999999999996
2021-05-21,105.48283118278778,29,114.56999999999996,112.85999999999996,112.13999999999996,112.67999999999996,112.22999999999996,112.76999999999995
2021-05-22,0.0,29,112.85999999999996,112.13999999999996,112.67999999999996,112.22999999999996,112.76999999999995,112.22999999999996
2021-05-23,0.0,29,112.13999999999996,112.67999999999996,112.22999999999996,112.76999999999995,112.22999999999996,111.23999999999997
2021-05-24,1.0514870896395223,29,112.67999999999996,112.22999999999996,112.76999999999995,112.22999999999996,111.23999999999997,111.68999999999996
2021-05-25,0.0,29,112.22999999999996,112.76999999999995,112.22999999999996,111.23999999999997,111.68999999999996,112.49999999999996
2021-05-26,0.0,29,112.76999999999995,112.22999999999996,111.23999999999997,111.68999999999996,112.49999999999996,112.40999999999995
2021-05-27,5.258097174072645,29,112.22999999999996,111.23999999999997,111.68999999999996,112.49999999999996,112.40999999999995,101.43999999999996
2021-05-28,0.0,29,111.23999999999997,111.68999999999996,112.49999999999996,112.40999999999995,101.43999999999996,100.79999999999995
2021-05-29,0.0,29,111.68999999999996,112.49999999999996,112.40999999999995,101.43999999999996,100.79999999999995,100.63999999999994
2021-05-30,0.0,29,112.49999999999996,112.40999999999995,101.43999999999996,100.79999999999995,100.63999999999994,100.31999999999996
2021-05-31,0.0,29,112.40999999999995,101.43999999999996,100.79999999999995,100.63999999999994,100.31999999999996,100.87999999999997
2021-06-01,0.0,29,101.43999999999996,100.79999999999995,100.63999999999994,100.31999999999996,100.87999999999997,100.87999999999997
2021-06-02,862.5770964819803,29,100.79999999999995,100.63999999999994,100.31999999999996,100.87999999999997,100.87999999999997,100.87999999999997
2021-06-03,-4.153438043164897,29,100.63999999999994,100.31999999999996,100.87999999999997,100.87999999999997,100.87999999999997,101.99999999999994
2021-06-04,-652.0017554941624,29,100.31999999999996,100.87999999999997,100.87999999999997,100.87999999999997,101.99999999999994,101.75999999999996
2021-06-05,0.0,29,100.87999999999997,100.87999999999997,100.87999999999997,101.99999999999994,101.75999999999996,101.19999999999996
2021-06-06,-63.781776139700014,29,100.87999999999997,100.87999999999997,101.99999999999994,101.75999999999996,101.19999999999996,100.87999999999997
2021-06-07,-42.38892998675965,29,100.87999999999997,101.99999999999994,101.75999999999996,101.19999999999996,100.87999999999997,100.71999999999996
2021-06-08,0.0,29,101.99999999999994,101.75999999999996,101.19999999999996,100.87999999999997,100.71999999999996,101.67999999999996
2021-06-09,-862.5770964819803,29,101.75999999999996,101.19999999999996,100.87999999999997,100.71999999999996,101.67999999999996,100.63999999999994
2021-06-10,30.67711824163871,29,101.19999999999996,100.87999999999997,100.71999999999996,101.67999999999996,100.63999999999994,100.55999999999996
2021-06-11,652.0017554941624,29,100.87999999999997,100.71999999999996,101.67999999999996,100.63999999999994,100.55999999999996,100.39999999999996
2021-06-12,0.0,29,100.71999999999996,101.67999999999996,100.63999999999994,100.55999999999996,100.39999999999996,101.59999999999997
2021-06-13,138.17070489361322,29,101.67999999999996,100.63999999999994,100.55999999999996,100.39999999999996,101.59999999999997,101.51999999999995
2021-06-14,106.4087055288046,29,100.63999999999994,100.55999999999996,100.39999999999996,101.59999999999997,101.51999999999995,101.43999999999996
2021-06-15,0.0,29,100.55999999999996,100.39999999999996,101.59999999999997,101.51999999999995,101.43999999999996,101.59999999999997
2021-06-16,117.98751036422073,29,100.39999999999996,101.59999999999997,101.51999999999995,101.43999999999996,101.59999999999997,101.67999999999996
2021-06-17,-31.781777372546458,29,101.59999999999997,101.51999999999995,101.43999999999996,101.59999999999997,101.67999999999996,102.07999999999996
2021-06-18,-75.17547021436258,29,101.51999999999995,101.43999999999996,101.59999999999997,101.67999999999996,102.07999999999996,101.35999999999994
2021-06-19,0.0,29,101.43999999999996,101.59999999999997,101.67999999999996,102.07999999999996,101.35999999999994,102.07999999999996
2021-06-20,-74.3889287539132,29,101.59999999999997,101.67999999999996,102.07999999999996,101.35999999999994,102.07999999999996,101.83999999999996
2021-06-21,43.47284929312991,29,101.67999999999996,102.07999999999996,101.35999999999994,102.07999999999996,101.83999999999996,102.39999999999996
2021-06-22,1.0782623234536004,29,102.07999999999996,101.35999999999994,102.07999999999996,101.83999999999996,102.39999999999996,103.03999999999996
2021-06-23,-119.06577268767433,29,101.35999999999994,102.07999999999996,101.83999999999996,102.39999999999996,103.03999999999996,102.55999999999996
2021-06-24,22.657379058846345,29,102.07999999999996,101.83999999999996,102.39999999999996,103.03999999999996,102.55999999999996,103.03999999999996
2021-06-25,75.17547021436258,29,101.83999999999996,102.39999999999996,103.03999999999996,102.55999999999996,103.03999999999996,102.95999999999997
2021-06-26,21.605534667154643,29,102.39999999999996,103.03999999999996,102.55999999999996,103.03999999999996,102.95999999999997,103.11999999999996
2021-06-27,0.0,29,103.03999999999996,102.55999999999996,103.03999999999996,102.95999999999997,103.11999999999996,103.27999999999994
2021-06-28,-107.49262483517488,29,102.55999999999996,103.03999999999996,102.95999999999997,103.11999999999996,103.27999999999994,102.63999999999994
2021-06-29,-2.1591664460447646,29,103.03999999999996,102.95999999999997,103.11999999999996,103.27999999999994,102.63999999999994,101.67999999999996
2021-06-30,1.0782623234536004,29,102.95999999999997,103.11999999999996,103.27999999999994,102.63999999999994,101.67999999999996,102.07999999999996
2021-07-01,-22.657379058846345,29,103.11999999999996,103.27999999999994,102.63999999999994,101.67999999999996,102.07999999999996,101.75999999999996
2021-07-02,0.0,29,103.27999999999994,102.63999999999994,101.67999999999996,102.07999999999996,101.75999999999996,101.83999999999996
2021-07-03,-21.605534667154643,29,102.63999999999994,101.67999999999996,102.07999999999996,101.75999999999996,101.83999999999996,102.15999999999995
2021-07-04,64.97112607014606,29,101.67999999999996,102.07999999999996,101.75999999999996,101.83999999999996,102.15999999999995,102.23999999999997
2021-07-05,0.0,29,102.07999999999996,101.75999999999996,101.83999999999996,102.15999999999995,102.23999999999997,102.31999999999996
2021-07-06,2.1657700550786103,29,101.75999999999996,101.83999999999996,102.15999999999995,102.23999999999997,102.31999999999996,102.55999999999996
2021-07-07,-109.23800160604333,29,101.83999999999996,102.15999999999995,102.23999999999997,102.31999999999996,102.55999999999996,102.31999999999996
2021-07-08,0.0,29,102.15999999999995,102.23999999999997,102.31999999999996,102.55999999999996,102.31999999999996,102.23999999999997
2020-08-06,49569760004848.0,30,93.67000000000002,93.67000000000002,93.67000000000002,93.84000000000002,103.54999999999995,103.16999999999996
2020-08-07,-3134536349246099.0,30,93.67000000000002,93.67000000000002,93.84000000000002,103.54999999999995,103.16999999999996,99.54000000000002
2020-08-08,100195486432610.0,30,93.67000000000002,93.84000000000002,103.54999999999995,103.16999999999996,99.54000000000002,88.80000000000001
2020-08-09,-2534067460593002.0,30,93.84000000000002,103.54999999999995,103.16999999999996,99.54000000000002,88.80000000000001,77.7
2020-08-10,243426078441541.5,30,103.54999999999995,103.16999999999996,99.54000000000002,88.80000000000001,77.7,77.7
2020-08-11,-15594279239188.75,30,103.16999999999996,99.54000000000002,88.80000000000001,77.7,77.7,77.7
2020-08-12,-7791588090090816.0,30,99.54000000000002,88.80000000000001,77.7,77.7,77.7,77.42
2020-08-13,-19681181222516.0,30,88.80000000000001,77.7,77.7,77.7,77.42,88.32000000000002
2020-08-14,3165220590001424.5,30,77.7,77.7,77.7,77.42,88.32000000000002,88.00000000000001
2020-08-15,-100195486432610.0,30,77.7,77.7,77.42,88.32000000000002,88.00000000000001,87.52000000000001
2020-08-16,2534067460593002.0,30,77.7,77.42,88.32000000000002,88.00000000000001,87.52000000000001,87.20000000000002
2020-08-17,-30684240755325.75,30,77.42,88.32000000000002,88.00000000000001,87.52000000000001,87.20000000000002,86.56000000000002
2020-08-18,59552703870809.0,30,88.32000000000002,88.00000000000001,87.52000000000001,87.20000000000002,86.56000000000002,86.08000000000001
2020-08-19,28711160953291.0,30,88.00000000000001,87.52000000000001,87.20000000000002,86.56000000000002,86.08000000000001,85.92000000000002
2020-08-20,953808532165402.2,30,87.52000000000001,87.20000000000002,86.56000000000002,86.08000000000001,85.92000000000002,89.08000000000003
2020-08-21,-744933893151116.2,30,87.20000000000002,86.56000000000002,86.08000000000001,85.92000000000002,89.08000000000003,89.59000000000002
2020-08-22,0.0,30,86.56000000000002,86.08000000000001,85.92000000000002,89.08000000000003,89.59000000000002,87.89000000000001
2020-08-23,1636696020047365.5,30,86.08000000000001,85.92000000000002,89.08000000000003,89.59000000000002,87.89000000000001,88.06000000000002
2020-08-24,-1637212138645860.8,30,85.92000000000002,89.08000000000003,89.59000000000002,87.89000000000001,88.06000000000002,88.06000000000002
2020-08-25,1518214112241817.5,30,89.08000000000003,89.59000000000002,87.89000000000001,88.06000000000002,88.06000000000002,88.57000000000002
2020-08-26,0.0,30,89.59000000000002,87.89000000000001,88.06000000000002,88.06000000000002,88.57000000000002,88.91000000000003
2020-08-27,-828398458169076.2,30,87.89000000000001,88.06000000000002,88.06000000000002,88.57000000000002,88.91000000000003,89.08000000000003
2020-08-28,714249652395790.5,30,88.06000000000002,88.06000000000002,88.57000000000002,88.91000000000003,89.08000000000003,88.91000000000003
2020-08-29,0.0,30,88.06000000000002,88.57000000000002,88.91000000000003,89.08000000000003,88.91000000000003,88.57000000000002
2020-08-30,-1636696020047365.5,30,88.57000000000002,88.91000000000003,89.08000000000003,88.91000000000003,88.57000000000002,89.59000000000002
2020-08-31,2939272975711434.5,30,88.91000000000003,89.08000000000003,88.91000000000003,88.57000000000002,89.59000000000002,90.10000000000002
2020-09-01,-1562167486627376.5,30,89.08000000000003,88.91000000000003,88.57000000000002,89.59000000000002,90.10000000000002,89.59000000000002
2020-09-02,-376825253598915.0,30,88.91000000000003,88.57000000000002,89.59000000000002,90.10000000000002,89.59000000000002,89.93000000000002
2020-09-03,-105728892773810.0,30,88.57000000000002,89.59000000000002,90.10000000000002,89.59000000000002,89.93000000000002,90.10000000000002
2020-09-04,13692843255355.0,30,89.59000000000002,90.10000000000002,89.59000000000002,89.93000000000002,90.10000000000002,90.44000000000004
2020-09-05,0.0,30,90.10000000000002,89.59000000000002,89.93000000000002,90.10000000000002,90.44000000000004,90.27000000000002
2020-09-06,64344646901580.0,30,89.59000000000002,89.93000000000002,90.10000000000002,90.44000000000004,90.27000000000002,90.61000000000004
2020-09-07,-1303640693690993.0,30,89.93000000000002,90.10000000000002,90.44000000000004,90.27000000000002,90.61000000000004,90.61000000000004
2020-09-08,0.0,30,90.10000000000002,90.44000000000004,90.27000000000002,90.61000000000004,90.61000000000004,90.44000000000004
2020-09-09,441537905144180.0,30,90.44000000000004,90.27000000000002,90.61000000000004,90.61000000000004,90.44000000000004,90.61000000000004
2020-09-10,0.0,30,90.27000000000002,90.61000000000004,90.61000000000004,90.44000000000004,90.61000000000004,90.10000000000002
2020-09-11,-46141397419875.0,30,90.61000000000004,90.61000000000004,90.44000000000004,90.61000000000004,90.10000000000002,89.76000000000002
2020-09-12,0.0,30,90.61000000000004,90.44000000000004,90.61000000000004,90.10000000000002,89.76000000000002,89.76000000000002
2020-09-13,-64344646901580.0,30,90.44000000000004,90.61000000000004,90.10000000000002,89.76000000000002,89.76000000000002,89.76000000000002
2020-09-14,2263448646916154.0,30,90.61000000000004,90.10000000000002,89.76000000000002,89.76000000000002,89.76000000000002,89.76000000000002
2020-09-15,0.0,30,90.10000000000002,89.76000000000002,89.76000000000002,89.76000000000002,89.76000000000002,89.76000000000002
2020-09-16,1903446652630851.2,30,89.76000000000002,89.76000000000002,89.76000000000002,89.76000000000002,89.76000000000002,89.76000000000002
2020-09-17,0.0,30,89.76000000000002,89.76000000000002,89.76000000000002,89.76000000000002,89.76000000000002,91.97000000000004
2020-09-18,32448554164520.0,30,89.76000000000002,89.76000000000002,89.76000000000002,89.76000000000002,91.97000000000004,91.97000000000004
2020-09-19,0.0,30,89.76000000000002,89.76000000000002,89.76000000000002,91.97000000000004,91.97000000000004,91.63000000000002
2020-09-20,-8421800433021075.0,30,89.76000000000002,89.76000000000002,91.97000000000004,91.97000000000004,91.63000000000002,91.63000000000002
2020-09-21,-2262143430317195.5,30,89.76000000000002,91.97000000000004,91.97000000000004,91.63000000000002,91.63000000000002,91.46000000000002
2020-09-22,7466510616196357.0,30,91.97000000000004,91.97000000000004,91.63000000000002,91.63000000000002,91.46000000000002,95.03000000000002
2020-09-23,-2853535894619510.0,30,91.97000000000004,91.63000000000002,91.63000000000002,91.46000000000002,95.03000000000002,92.31000000000002
2020-09-24,-25852800954863.0,30,91.63000000000002,91.63000000000002,91.46000000000002,95.03000000000002,92.31000000000002,97.56000000000004
2020-09-25,0.0,30,91.63000000000002,91.46000000000002,95.03000000000002,92.31000000000002,97.56000000000004,97.74000000000002
2020-09-26,0.0,30,91.46000000000002,95.03000000000002,92.31000000000002,97.56000000000004,97.74000000000002,98.46000000000002
2020-09-27,8421800433021075.0,30,95.03000000000002,92.31000000000002,97.56000000000004,97.74000000000002,98.46000000000002,98.28000000000004
2020-09-28,1593787108196539.0,30,92.31000000000002,97.56000000000004,97.74000000000002,98.46000000000002,98.28000000000004,98.64000000000004
2020-09-29,-7466510616196357.0,30,97.56000000000004,97.74000000000002,98.46000000000002,98.28000000000004,98.64000000000004,92.99000000000002
2020-09-30,923729833591641.0,30,97.74000000000002,98.46000000000002,98.28000000000004,98.64000000000004,92.99000000000002,91.97000000000004
2020-10-01,-664099278209880.0,30,98.46000000000002,98.28000000000004,98.64000000000004,92.99000000000002,91.97000000000004,93.33000000000004
2020-10-02,0.0,30,98.28000000000004,98.64000000000004,92.99000000000002,91.97000000000004,93.33000000000004,93.16000000000004
2020-10-03,0.0,30,98.64000000000004,92.99000000000002,91.97000000000004,93.33000000000004,93.16000000000004,93.16000000000004
2020-10-04,-212277531897721.0,30,92.99000000000002,91.97000000000004,93.33000000000004,93.16000000000004,93.16000000000004,98.82000000000002
2020-10-05,-1300310898130744.0,30,91.97000000000004,93.33000000000004,93.16000000000004,93.16000000000004,98.82000000000002,98.64000000000004
2020-10-06,-192301886139756.0,30,93.33000000000004,93.16000000000004,93.16000000000004,98.82000000000002,98.64000000000004,98.64000000000004
2020-10-07,-38353243148247.0,30,93.16000000000004,93.16000000000004,98.82000000000002,98.64000000000004,98.64000000000004,99.00000000000004
2020-10-08,882253965304499.0,30,93.16000000000004,98.82000000000002,98.64000000000004,98.64000000000004,99.00000000000004,99.54000000000002
2020-10-09,-192301886139756.0,30,98.82000000000002,98.64000000000004,98.64000000000004,99.00000000000004,99.54000000000002,99.36000000000004
2020-10-10,0.0,30,98.64000000000004,98.64000000000004,99.00000000000004,99.54000000000002,99.36000000000004,99.18000000000002
2020-10-11,212277531897721.0,30,98.64000000000004,99.00000000000004,99.54000000000002,99.36000000000004,99.18000000000002,99.36000000000004
2020-10-12,-12467039612441.0,30,99.00000000000004,99.54000000000002,99.36000000000004,99.18000000000002,99.36000000000004,99.54000000000002
2020-10-13,-57748403531812.0,30,99.54000000000002,99.36000000000004,99.18000000000002,99.36000000000004,99.54000000000002,99.90000000000003
2020-10-14,99213874384214.0,30,99.36000000000004,99.18000000000002,99.36000000000004,99.54000000000002,99.90000000000003,99.72000000000004
2020-10-15,-192301886139756.0,30,99.18000000000002,99.36000000000004,99.54000000000002,99.90000000000003,99.72000000000004,100.08000000000004
2020-10-16,1316754532691787.0,30,99.36000000000004,99.54000000000002,99.90000000000003,99.72000000000004,100.08000000000004,100.26000000000003
2020-10-17,0.0,30,99.54000000000002,99.90000000000003,99.72000000000004,100.08000000000004,100.26000000000003,100.62000000000003
2020-10-18,-798231053036603.0,30,99.90000000000003,99.72000000000004,100.08000000000004,100.26000000000003,100.62000000000003,95.20000000000002
2020-10-19,-504748281624054.0,30,99.72000000000004,100.08000000000004,100.26000000000003,100.62000000000003,95.20000000000002,95.37000000000002
2020-10-20,250050289671568.0,30,100.08000000000004,100.26000000000003,100.62000000000003,95.20000000000002,95.37000000000002,95.54000000000002
2020-10-21,-99213874384214.0,30,100.26000000000003,100.62000000000003,95.20000000000002,95.37000000000002,95.54000000000002,95.54000000000002
2020-10-22,0.0,30,100.62000000000003,95.20000000000002,95.37000000000002,95.54000000000002,95.54000000000002,98.26000000000002
2020-10-23,-1654467083574777.0,30,95.20000000000002,95.37000000000002,95.54000000000002,95.54000000000002,98.26000000000002,99.11000000000004
2020-10-24,2207355181312900.8,30,95.37000000000002,95.54000000000002,95.54000000000002,98.26000000000002,99.11000000000004,99.45000000000002
2020-10-25,798231053036603.0,30,95.54000000000002,95.54000000000002,98.26000000000002,99.11000000000004,99.45000000000002,99.62000000000002
2020-10-26,288562078240426.0,30,95.54000000000002,98.26000000000002,99.11000000000004,99.45000000000002,99.62000000000002,99.45000000000002
2020-10-27,0.0,30,98.26000000000002,99.11000000000004,99.45000000000002,99.62000000000002,99.45000000000002,99.45000000000002
2020-10-28,0.0,30,99.11000000000004,99.45000000000002,99.62000000000002,99.45000000000002,99.45000000000002,99.96000000000002
2020-10-29,636183369472288.0,30,99.45000000000002,99.62000000000002,99.45000000000002,99.45000000000002,99.96000000000002,102.00000000000004
2020-10-30,530014437022746.0,30,99.62000000000002,99.45000000000002,99.45000000000002,99.96000000000002,102.00000000000004,101.83000000000004
2020-10-31,-2207355181312900.8,30,99.45000000000002,99.45000000000002,99.96000000000002,102.00000000000004,101.83000000000004,102.00000000000004
2020-11-01,-712234717634116.0,30,99.45000000000002,99.96000000000002,102.00000000000004,101.83000000000004,102.00000000000004,102.17000000000004
2020-11-02,615851094634950.0,30,99.96000000000002,102.00000000000004,101.83000000000004,102.00000000000004,102.17000000000004,101.49000000000002
2020-11-03,0.0,30,102.00000000000004,101.83000000000004,102.00000000000004,102.17000000000004,101.49000000000002,101.66000000000004
2020-11-04,0.0,30,101.83000000000004,102.00000000000004,102.17000000000004,101.49000000000002,101.66000000000004,101.32000000000002
2020-11-05,-636183369472288.0,30,102.00000000000004,102.17000000000004,101.49000000000002,101.66000000000004,101.32000000000002,100.64000000000004
2020-11-06,0.0,30,102.17000000000004,101.49000000000002,101.66000000000004,101.32000000000002,100.64000000000004,101.32000000000002
2020-11-07,0.0,30,101.49000000000002,101.66000000000004,101.32000000000002,100.64000000000004,101.32000000000002,100.47000000000004
2020-11-08,240775402222736.0,30,101.66000000000004,101.32000000000002,100.64000000000004,101.32000000000002,100.47000000000004,100.30000000000004
2020-11-09,-649715180922890.0,30,101.32000000000002,100.64000000000004,101.32000000000002,100.47000000000004,100.30000000000004,100.30000000000004
2020-11-10,0.0,30,100.64000000000004,101.32000000000002,100.47000000000004,100.30000000000004,100.30000000000004,101.15000000000002
2020-11-11,-237052310155620.0,30,101.32000000000002,100.47000000000004,100.30000000000004,100.30000000000004,101.15000000000002,101.32000000000002
2020-11-12,0.0,30,100.47000000000004,100.30000000000004,100.30000000000004,101.15000000000002,101.32000000000002,101.15000000000002
2020-11-13,-1029703458448636.0,30,100.30000000000004,100.30000000000004,101.15000000000002,101.32000000000002,101.15000000000002,103.53000000000004
2020-11-14,0.0,30,100.30000000000004,101.15000000000002,101.32000000000002,101.15000000000002,103.53000000000004,103.87000000000002
2020-11-15,570723616187396.0,30,101.15000000000002,101.32000000000002,101.15000000000002,103.53000000000004,103.87000000000002,103.70000000000005
2020-11-16,0.0,30,101.32000000000002,101.15000000000002,103.53000000000004,103.87000000000002,103.70000000000005,103.53000000000004
2020-11-17,0.0,30,101.15000000000002,103.53000000000004,103.87000000000002,103.70000000000005,103.53000000000004,103.87000000000002
2020-11-18,237052310155620.0,30,103.53000000000004,103.87000000000002,103.70000000000005,103.53000000000004,103.87000000000002,102.85000000000002
2020-11-19,0.0,30,103.87000000000002,103.70000000000005,103.53000000000004,103.87000000000002,102.85000000000002,101.32000000000002
2020-11-20,1029703458448636.0,30,103.70000000000005,103.53000000000004,103.87000000000002,102.85000000000002,101.32000000000002,101.15000000000002
2020-11-21,0.0,30,103.53000000000004,103.87000000000002,102.85000000000002,101.32000000000002,101.15000000000002,101.32000000000002
2020-11-22,-304334612498464.0,30,103.87000000000002,102.85000000000002,101.32000000000002,101.15000000000002,101.32000000000002,101.83000000000004
2020-11-23,-1257231633440815.0,30,102.85000000000002,101.32000000000002,101.15000000000002,101.32000000000002,101.83000000000004,101.49000000000002
2020-11-24,26237746682721.0,30,101.32000000000002,101.15000000000002,101.32000000000002,101.83000000000004,101.49000000000002,89.55000000000001
2020-11-25,32912058663125.0,30,101.15000000000002,101.32000000000002,101.83000000000004,101.49000000000002,89.55000000000001,90.15000000000002
2020-11-26,-85306100857703.0,30,101.32000000000002,101.83000000000004,101.49000000000002,89.55000000000001,90.15000000000002,90.00000000000001
2020-11-27,0.0,30,101.83000000000004,101.49000000000002,89.55000000000001,90.15000000000002,90.00000000000001,90.00000000000001
