MEASURED_IN_DATE,WELL_NAME,OIL_RATE_5_days_ago,OIL_RATE_4_days_ago,OIL_RATE_3_days_ago,OIL_RATE_2_days_ago,OIL_RATE_1_days_ago,TARGET_OIL_RATE
2021-03-01,69,226.01,228.92,227.95,227.36,229.32,229.32
2021-03-02,69,228.92,227.95,227.36,229.32,229.32,228.34
2021-03-03,69,227.95,227.36,229.32,229.32,228.34,227.36
2021-03-04,69,227.36,229.32,229.32,228.34,227.36,227.36
2021-03-05,69,229.32,229.32,228.34,227.36,227.36,226.38
2021-03-06,69,229.32,228.34,227.36,227.36,226.38,229.32
2021-03-07,69,228.34,227.36,227.36,226.38,229.32,227.36
2021-03-08,69,227.36,227.36,226.38,229.32,227.36,225.04
2021-03-09,69,227.36,226.38,229.32,227.36,225.04,226.98
2021-03-10,69,226.38,229.32,227.36,225.04,226.98,222.3
2021-03-11,69,229.32,227.36,225.04,226.98,222.3,222.3
2021-03-12,69,227.36,225.04,226.98,222.3,222.3,219.96
2021-03-13,69,225.04,226.98,222.3,222.3,219.96,219.96
2021-03-14,69,226.98,222.3,222.3,219.96,219.96,219.96
2021-03-15,69,222.3,222.3,219.96,219.96,219.96,219.96
2021-03-16,69,222.3,219.96,219.96,219.96,219.96,217.62
2021-03-17,69,219.96,219.96,219.96,219.96,217.62,219.48
2021-03-18,69,219.96,219.96,219.96,217.62,219.48,220.41
2021-03-19,69,219.96,219.96,217.62,219.48,220.41,222.27
2021-03-20,69,219.96,217.62,219.48,220.41,222.27,219.48
2021-03-21,69,217.62,219.48,220.41,222.27,219.48,220.41
2021-03-22,69,219.48,220.41,222.27,219.48,220.41,218.96
2021-03-23,69,220.41,222.27,219.48,220.41,218.96,217.12
2021-03-24,69,222.27,219.48,220.41,218.96,217.12,217.12
2021-03-25,69,219.48,220.41,218.96,217.12,217.12,217.12
2021-03-26,69,220.41,218.96,217.12,217.12,217.12,214.76
2021-03-27,69,218.96,217.12,217.12,217.12,214.76,212.4
2021-03-28,69,217.12,217.12,217.12,214.76,212.4,210.6
2021-03-29,69,217.12,217.12,214.76,212.4,210.6,212.94
2021-03-30,69,217.12,214.76,212.4,210.6,212.94,213.85
2021-03-31,69,214.76,212.4,210.6,212.94,213.85,213.85
2021-04-01,69,212.4,210.6,212.94,213.85,213.85,212.94
2021-04-02,69,210.6,212.94,213.85,213.85,212.94,212.94
2021-04-03,69,212.94,213.85,213.85,212.94,212.94,213.85
2021-04-04,69,213.85,213.85,212.94,212.94,213.85,214.76
2021-04-05,69,213.85,212.94,212.94,213.85,214.76,213.85
2021-04-06,69,212.94,212.94,213.85,214.76,213.85,212.94
2021-04-07,69,212.94,213.85,214.76,213.85,212.94,212.03
2021-04-08,69,213.85,214.76,213.85,212.94,212.03,211.12
2021-04-09,69,214.76,213.85,212.94,212.03,211.12,211.12
2021-04-10,69,213.85,212.94,212.03,211.12,211.12,212.94
2021-04-11,69,212.94,212.03,211.12,211.12,212.94,215.28
2021-04-12,69,212.03,211.12,211.12,212.94,215.28,213.44
2021-04-13,69,211.12,211.12,212.94,215.28,213.44,213.44
2021-04-14,69,211.12,212.94,215.28,213.44,213.44,214.36
2021-04-15,69,212.94,215.28,213.44,213.44,214.36,212.03
2021-04-16,69,215.28,213.44,213.44,214.36,212.03,212.03
2021-04-17,69,213.44,213.44,214.36,212.03,212.03,211.12
2021-04-18,69,213.44,214.36,212.03,212.03,211.12,210.21
2021-04-19,69,214.36,212.03,212.03,211.12,210.21,205.59
2021-04-20,69,212.03,212.03,211.12,210.21,205.59,204.7
2021-04-21,69,212.03,211.12,210.21,205.59,204.7,203.81
2021-04-22,69,211.12,210.21,205.59,204.7,203.81,205.59
2021-04-23,69,210.21,205.59,204.7,203.81,205.59,189.55
2021-04-24,69,205.59,204.7,203.81,205.59,189.55,188.7
2021-04-25,69,204.7,203.81,205.59,189.55,188.7,187.0
2021-04-26,69,203.81,205.59,189.55,188.7,187.0,185.64
2021-04-27,69,205.59,189.55,188.7,187.0,185.64,185.64
2021-04-28,69,189.55,188.7,187.0,185.64,185.64,186.48
2021-04-29,69,188.7,187.0,185.64,185.64,186.48,179.01000000000002
2021-04-30,69,187.0,185.64,185.64,186.48,179.01000000000002,178.20000000000002
2021-05-01,69,185.64,185.64,186.48,179.01000000000002,178.20000000000002,178.20000000000002
2021-05-02,69,185.64,186.48,179.01000000000002,178.20000000000002,178.20000000000002,180.63
2021-05-03,69,186.48,179.01000000000002,178.20000000000002,178.20000000000002,180.63,179.01000000000002
2021-05-04,69,179.01000000000002,178.20000000000002,178.20000000000002,180.63,179.01000000000002,178.20000000000002
2021-05-05,69,178.20000000000002,178.20000000000002,180.63,179.01000000000002,178.20000000000002,177.39
2021-05-06,69,178.20000000000002,180.63,179.01000000000002,178.20000000000002,177.39,175.77
2021-05-07,69,180.63,179.01000000000002,178.20000000000002,177.39,175.77,174.15
2021-05-08,69,179.01000000000002,178.20000000000002,177.39,175.77,174.15,175.77
2021-05-09,69,178.20000000000002,177.39,175.77,174.15,175.77,167.09
2021-05-10,69,177.39,175.77,174.15,175.77,167.09,162.0
2021-05-11,69,175.77,174.15,175.77,167.09,162.0,162.0
2021-05-12,69,174.15,175.77,167.09,162.0,162.0,162.75
2021-05-13,69,175.77,167.09,162.0,162.0,162.75,162.0
2021-05-14,69,167.09,162.0,162.0,162.75,162.0,162.75
2021-05-15,69,162.0,162.0,162.75,162.0,162.75,162.0
2021-05-16,69,162.0,162.75,162.0,162.75,162.0,157.68
2021-05-17,69,162.75,162.0,162.75,162.0,157.68,155.49
2021-05-18,69,162.0,162.75,162.0,157.68,155.49,157.68
2021-05-19,69,162.75,162.0,157.68,155.49,157.68,156.95
2021-05-20,69,162.0,157.68,155.49,157.68,156.95,158.41
2021-05-21,69,157.68,155.49,157.68,156.95,158.41,154.79999999999998
2021-05-22,69,155.49,157.68,156.95,158.41,154.79999999999998,157.68
2021-05-23,69,157.68,156.95,158.41,154.79999999999998,157.68,158.4
2021-05-24,69,156.95,158.41,154.79999999999998,157.68,158.4,158.4
2021-05-25,69,158.41,154.79999999999998,157.68,158.4,158.4,159.04
2021-05-26,69,154.79999999999998,157.68,158.4,158.4,159.04,159.04
2021-05-27,69,157.68,158.4,158.4,159.04,159.04,160.45999999999998
2021-05-28,69,158.4,158.4,159.04,159.04,160.45999999999998,161.17
2021-05-29,69,158.4,159.04,159.04,160.45999999999998,161.17,163.29999999999998
2021-05-30,69,159.04,159.04,160.45999999999998,161.17,163.29999999999998,163.29999999999998
2021-05-31,69,159.04,160.45999999999998,161.17,163.29999999999998,163.29999999999998,167.04
2021-06-01,69,160.45999999999998,161.17,163.29999999999998,163.29999999999998,167.04,169.36
2021-06-02,69,161.17,163.29999999999998,163.29999999999998,167.04,169.36,170.09
2021-06-03,69,163.29999999999998,163.29999999999998,167.04,169.36,170.09,168.63
2021-06-04,69,163.29999999999998,167.04,169.36,170.09,168.63,168.63
2021-06-05,69,167.04,169.36,170.09,168.63,168.63,173.74
2021-06-06,69,169.36,170.09,168.63,168.63,173.74,173.74
2021-06-07,69,170.09,168.63,168.63,173.74,173.74,171.36
2021-06-08,69,168.63,168.63,173.74,173.74,171.36,171.36
2021-06-09,69,168.63,173.74,173.74,171.36,171.36,170.64
2021-06-10,69,173.74,173.74,171.36,171.36,170.64,171.36
2021-06-11,69,173.74,171.36,171.36,170.64,171.36,171.36
2021-06-12,69,171.36,171.36,170.64,171.36,171.36,173.51999999999998
2021-06-13,69,171.36,170.64,171.36,171.36,173.51999999999998,172.79999999999998
2021-06-14,69,170.64,171.36,171.36,173.51999999999998,172.79999999999998,172.07999999999998
2021-06-15,69,171.36,171.36,173.51999999999998,172.79999999999998,172.07999999999998,168.98
2021-06-16,69,171.36,173.51999999999998,172.79999999999998,172.07999999999998,168.98,168.26999999999998
2021-06-17,69,173.51999999999998,172.79999999999998,172.07999999999998,168.98,168.26999999999998,166.85
2021-06-18,69,172.79999999999998,172.07999999999998,168.98,168.26999999999998,166.85,171.11
2021-06-19,69,172.07999999999998,168.98,168.26999999999998,166.85,171.11,167.56
2021-06-20,69,168.98,168.26999999999998,166.85,171.11,167.56,172.53
2021-06-21,69,168.26999999999998,166.85,171.11,167.56,172.53,173.95
2021-06-22,69,166.85,171.11,167.56,172.53,173.95,173.23999999999998
2021-06-23,69,171.11,167.56,172.53,173.95,173.23999999999998,164.45000000000002
2021-06-24,69,167.56,172.53,173.95,173.23999999999998,164.45000000000002,172.9
2021-06-25,69,172.53,173.95,173.23999999999998,164.45000000000002,172.9,175.36
2021-06-26,69,173.95,173.23999999999998,164.45000000000002,172.9,175.36,177.28
2021-06-27,69,173.23999999999998,164.45000000000002,172.9,175.36,177.28,175.14
2021-06-28,69,164.45000000000002,172.9,175.36,177.28,175.14,175.14
2021-06-29,69,172.9,175.36,177.28,175.14,175.14,171.74
2021-06-30,69,175.36,177.28,175.14,175.14,171.74,173.6
2021-07-01,69,177.28,175.14,175.14,171.74,173.6,173.6
2021-07-02,69,175.14,175.14,171.74,173.6,173.6,168.97
2021-07-03,69,175.14,171.74,173.6,173.6,168.97,175.07
2021-07-04,69,171.74,173.6,173.6,168.97,175.07,175.07
2021-07-05,69,173.6,173.6,168.97,175.07,175.07,175.07
2021-07-06,69,173.6,168.97,175.07,175.07,175.07,172.36
2021-07-07,69,168.97,175.07,175.07,175.07,172.36,171.74
2021-07-08,69,175.07,175.07,175.07,172.36,171.74,177.94
2021-07-09,69,175.07,175.07,172.36,171.74,177.94,178.29
2021-07-10,69,175.07,172.36,171.74,177.94,178.29,179.84
2021-07-11,69,172.36,171.74,177.94,178.29,179.84,177.66
2021-07-12,69,171.74,177.94,178.29,179.84,177.66,189.63
2021-07-13,69,177.94,178.29,179.84,177.66,189.63,189.63
2021-07-14,69,178.29,179.84,177.66,189.63,189.63,190.89
2021-07-15,69,179.84,177.66,189.63,189.63,190.89,191.52
2021-07-16,69,177.66,189.63,189.63,190.89,191.52,192.15
2021-07-17,69,189.63,189.63,190.89,191.52,192.15,193.41
2021-07-18,69,189.63,190.89,191.52,192.15,193.41,192.15
2021-07-19,69,190.89,191.52,192.15,193.41,192.15,192.78
2021-07-20,69,191.52,192.15,193.41,192.15,192.78,192.78
2021-07-21,69,192.15,193.41,192.15,192.78,192.78,192.78
2021-07-22,69,193.41,192.15,192.78,192.78,192.78,192.78
2021-07-23,69,192.15,192.78,192.78,192.78,192.78,192.78
2021-07-24,69,192.78,192.78,192.78,192.78,192.78,192.15
2021-07-25,69,192.78,192.78,192.78,192.78,192.15,192.15
2021-07-26,69,192.78,192.78,192.78,192.15,192.15,192.15
2021-07-27,69,192.78,192.78,192.15,192.15,192.15,192.15
2021-07-28,69,192.78,192.15,192.15,192.15,192.15,191.52
2021-07-29,69,192.15,192.15,192.15,192.15,191.52,192.15
2021-07-30,69,192.15,192.15,192.15,191.52,192.15,191.52
2021-07-31,69,192.15,192.15,191.52,192.15,191.52,194.04
2021-08-01,69,192.15,191.52,192.15,191.52,194.04,192.78
2021-08-02,69,191.52,192.15,191.52,194.04,192.78,195.2
2021-08-03,69,192.15,191.52,194.04,192.78,195.2,195.2
2021-08-04,69,191.52,194.04,192.78,195.2,195.2,195.2
2021-08-05,69,194.04,192.78,195.2,195.2,195.2,210.45
2021-08-06,69,192.78,195.2,195.2,195.2,210.45,216.55
2021-08-07,69,195.2,195.2,195.2,210.45,216.55,216.55
2021-08-08,69,195.2,195.2,210.45,216.55,216.55,216.55
2021-08-09,69,195.2,210.45,216.55,216.55,216.55,216.55
2021-08-10,69,210.45,216.55,216.55,216.55,216.55,216.55
2021-08-11,69,216.55,216.55,216.55,216.55,216.55,216.55
2021-08-12,69,216.55,216.55,216.55,216.55,216.55,215.13
2021-08-13,69,216.55,216.55,216.55,216.55,215.13,209.07
2021-08-14,69,216.55,216.55,216.55,215.13,209.07,209.07
2021-08-15,69,216.55,216.55,215.13,209.07,209.07,209.76
2021-08-16,69,216.55,215.13,209.07,209.07,209.76,199.98
2021-08-17,69,215.13,209.07,209.07,209.76,199.98,178.77
2021-08-18,69,209.07,209.07,209.76,199.98,178.77,178.77
2021-08-19,69,209.07,209.76,199.98,178.77,178.77,180.54
2021-08-20,69,209.76,199.98,178.77,178.77,180.54,183.6
2021-08-21,69,199.98,178.77,178.77,180.54,183.6,183.0
2021-08-22,69,178.77,178.77,180.54,183.6,183.0,182.4
2021-08-23,69,178.77,180.54,183.6,183.0,182.4,184.8
2021-08-24,69,180.54,183.6,183.0,182.4,184.8,195.2
2021-08-25,69,183.6,183.0,182.4,184.8,195.2,195.84
2021-08-26,69,183.0,182.4,184.8,195.2,195.84,195.84
2021-08-27,69,182.4,184.8,195.2,195.84,195.84,195.84
2021-08-28,69,184.8,195.2,195.84,195.84,195.84,195.84
2021-08-29,69,195.2,195.84,195.84,195.84,195.84,195.84
2021-08-30,69,195.84,195.84,195.84,195.84,195.84,195.84
2021-08-31,69,195.84,195.84,195.84,195.84,195.84,195.84
2021-09-01,69,195.84,195.84,195.84,195.84,195.84,195.84
2021-09-02,69,195.84,195.84,195.84,195.84,195.84,195.84
2021-09-03,69,195.84,195.84,195.84,195.84,195.84,195.84
2021-09-04,69,195.84,195.84,195.84,195.84,195.84,195.84
2021-09-05,69,195.84,195.84,195.84,195.84,195.84,195.84
2021-09-06,69,195.84,195.84,195.84,195.84,195.84,195.84
2021-09-07,69,195.84,195.84,195.84,195.84,195.84,202.24
2021-09-08,69,195.84,195.84,195.84,195.84,202.24,201.6
2021-09-09,69,195.84,195.84,195.84,202.24,201.6,198.4
2021-09-10,69,195.84,195.84,202.24,201.6,198.4,198.4
2021-09-11,69,195.84,202.24,201.6,198.4,198.4,200.96
2021-09-12,69,202.24,201.6,198.4,198.4,200.96,202.24
2021-09-13,69,201.6,198.4,198.4,200.96,202.24,204.1
2021-09-14,69,198.4,198.4,200.96,202.24,204.1,206.7
2021-09-15,69,198.4,200.96,202.24,204.1,206.7,203.45
2021-09-16,69,200.96,202.24,204.1,206.7,203.45,204.1
2021-09-17,69,202.24,204.1,206.7,203.45,204.1,204.75
2021-09-18,69,204.1,206.7,203.45,204.1,204.75,206.05
2021-09-19,69,206.7,203.45,204.1,204.75,206.05,202.8
2021-09-20,69,203.45,204.1,204.75,206.05,202.8,204.1
2021-09-21,69,204.1,204.75,206.05,202.8,204.1,204.1
2021-09-22,69,204.75,206.05,202.8,204.1,204.1,202.8
2021-09-23,69,206.05,202.8,204.1,204.1,202.8,195.65
2021-09-24,69,202.8,204.1,204.1,202.8,195.65,196.95
2020-10-18,70,237.39,237.39,243.18000000000004,234.36,233.94000000000003,233.1
2020-10-19,70,237.39,243.18000000000004,234.36,233.94000000000003,233.1,231.42
2020-10-20,70,243.18000000000004,234.36,233.94000000000003,233.1,231.42,231.42
2020-10-21,70,234.36,233.94000000000003,233.1,231.42,231.42,229.32
2020-10-22,70,233.94000000000003,233.1,231.42,231.42,229.32,226.38
2020-10-23,70,233.1,231.42,231.42,229.32,226.38,224.27
2020-10-24,70,231.42,231.42,229.32,226.38,224.27,224.27
2020-10-25,70,231.42,229.32,226.38,224.27,224.27,224.27
2020-10-26,70,229.32,226.38,224.27,224.27,224.27,220.58
2020-10-27,70,226.38,224.27,224.27,224.27,220.58,220.58
2020-10-28,70,224.27,224.27,224.27,220.58,220.58,224.7
2020-10-29,70,224.27,224.27,220.58,220.58,224.7,224.7
2020-10-30,70,224.27,220.58,220.58,224.7,224.7,223.02
2020-10-31,70,220.58,220.58,224.7,224.7,223.02,223.86
2020-11-01,70,220.58,224.7,224.7,223.02,223.86,222.6
2020-11-02,70,224.7,224.7,223.02,223.86,222.6,223.02
2020-11-03,70,224.7,223.02,223.86,222.6,223.02,214.84
2020-11-04,70,223.02,223.86,222.6,223.02,214.84,214.43
2020-11-05,70,223.86,222.6,223.02,214.84,214.43,178.16
2020-11-06,70,222.6,223.02,214.84,214.43,178.16,177.82
2020-11-07,70,223.02,214.84,214.43,178.16,177.82,192.03
2020-11-08,70,214.84,214.43,178.16,177.82,192.03,192.4
2020-11-09,70,214.43,178.16,177.82,192.03,192.4,192.4
2020-11-10,70,178.16,177.82,192.03,192.4,192.4,193.51
2020-11-11,70,177.82,192.03,192.4,192.4,193.51,187.92
2020-11-12,70,192.03,192.4,192.4,193.51,187.92,188.28
2020-11-13,70,192.4,192.4,193.51,187.92,188.28,188.28
2020-11-14,70,192.4,193.51,187.92,188.28,188.28,192.96
2020-11-15,70,193.51,187.92,188.28,188.28,192.96,192.96
2020-11-16,70,187.92,188.28,188.28,192.96,192.96,192.96
2020-11-17,70,188.28,188.28,192.96,192.96,192.96,192.24
2020-11-18,70,188.28,192.96,192.96,192.96,192.24,192.24
2020-11-19,70,192.96,192.96,192.96,192.24,192.24,181.8
2020-11-20,70,192.96,192.96,192.24,192.24,181.8,181.8
2020-11-21,70,192.96,192.24,192.24,181.8,181.8,181.8
2020-11-22,70,192.24,192.24,181.8,181.8,181.8,181.8
2020-11-23,70,192.24,181.8,181.8,181.8,181.8,182.52
2020-11-24,70,181.8,181.8,181.8,181.8,182.52,175.32
2020-11-25,70,181.8,181.8,181.8,182.52,175.32,186.12
2020-11-26,70,181.8,181.8,182.52,175.32,186.12,159.65000000000003
2020-11-27,70,181.8,182.52,175.32,186.12,159.65000000000003,159.65000000000003
2020-11-28,70,182.52,175.32,186.12,159.65000000000003,159.65000000000003,156.86
2020-11-29,70,175.32,186.12,159.65000000000003,159.65000000000003,156.86,156.55000000000004
2020-11-30,70,186.12,159.65000000000003,159.65000000000003,156.86,156.55000000000004,150.90000000000003
2020-12-01,70,159.65000000000003,159.65000000000003,156.86,156.55000000000004,150.90000000000003,147.90000000000003
2020-12-02,70,159.65000000000003,156.86,156.55000000000004,150.90000000000003,147.90000000000003,146.40000000000003
2020-12-03,70,156.86,156.55000000000004,150.90000000000003,147.90000000000003,146.40000000000003,143.40000000000003
2020-12-04,70,156.55000000000004,150.90000000000003,147.90000000000003,146.40000000000003,143.40000000000003,161.83999999999995
2020-12-05,70,150.90000000000003,147.90000000000003,146.40000000000003,143.40000000000003,161.83999999999995,163.2
2020-12-06,70,147.90000000000003,146.40000000000003,143.40000000000003,161.83999999999995,163.2,163.2
2020-12-07,70,146.40000000000003,143.40000000000003,161.83999999999995,163.2,163.2,163.2
2020-12-08,70,143.40000000000003,161.83999999999995,163.2,163.2,163.2,170.28
2020-12-09,70,161.83999999999995,163.2,163.2,163.2,170.28,171.72
2020-12-10,70,163.2,163.2,163.2,170.28,171.72,175.75
2020-12-11,70,163.2,163.2,170.28,171.72,175.75,175.75
2020-12-12,70,163.2,170.28,171.72,175.75,175.75,176.49
2020-12-13,70,170.28,171.72,175.75,175.75,176.49,184.47
2020-12-14,70,171.72,175.75,175.75,176.49,184.47,183.3
2020-12-15,70,175.75,175.75,176.49,184.47,183.3,183.3
2020-12-16,70,175.75,176.49,184.47,183.3,183.3,183.3
2020-12-17,70,176.49,184.47,183.3,183.3,183.3,174.72
2020-12-18,70,184.47,183.3,183.3,183.3,174.72,174.72
2020-12-19,70,183.3,183.3,183.3,174.72,174.72,174.72
2020-12-20,70,183.3,183.3,174.72,174.72,174.72,175.89
2020-12-21,70,183.3,174.72,174.72,174.72,175.89,169.1
2020-12-22,70,174.72,174.72,174.72,175.89,169.1,169.86
2020-12-23,70,174.72,174.72,175.89,169.1,169.86,171.38
2020-12-24,70,174.72,175.89,169.1,169.86,171.38,162.36
2020-12-25,70,175.89,169.1,169.86,171.38,162.36,162.36
2020-12-26,70,169.1,169.86,171.38,162.36,162.36,163.07999999999998
2020-12-27,70,169.86,171.38,162.36,162.36,163.07999999999998,163.79999999999998
2020-12-28,70,171.38,162.36,162.36,163.07999999999998,163.79999999999998,163.79999999999998
2020-12-29,70,162.36,162.36,163.07999999999998,163.79999999999998,163.79999999999998,155.51999999999998
2020-12-30,70,162.36,163.07999999999998,163.79999999999998,163.79999999999998,155.51999999999998,160.56
2020-12-31,70,163.07999999999998,163.79999999999998,163.79999999999998,155.51999999999998,160.56,164.51999999999998
2021-01-01,70,163.79999999999998,163.79999999999998,155.51999999999998,160.56,164.51999999999998,164.16
2021-01-02,70,163.79999999999998,155.51999999999998,160.56,164.51999999999998,164.16,164.16
2021-01-03,70,155.51999999999998,160.56,164.51999999999998,164.16,164.16,158.2
2021-01-04,70,160.56,164.51999999999998,164.16,164.16,158.2,144.64
2021-01-05,70,164.51999999999998,164.16,164.16,158.2,144.64,144.64
2021-01-06,70,164.16,164.16,158.2,144.64,144.64,144.95999999999998
2021-01-07,70,164.16,158.2,144.64,144.64,144.95999999999998,143.04
2021-01-08,70,158.2,144.64,144.64,144.95999999999998,143.04,143.04
2021-01-09,70,144.64,144.64,144.95999999999998,143.04,143.04,143.04
2021-01-10,70,144.64,144.95999999999998,143.04,143.04,143.04,141.11999999999998
2021-01-11,70,144.95999999999998,143.04,143.04,143.04,141.11999999999998,141.11999999999998
2021-01-12,70,143.04,143.04,143.04,141.11999999999998,141.11999999999998,139.83999999999995
2021-01-13,70,143.04,143.04,141.11999999999998,141.11999999999998,139.83999999999995,144.54
2021-01-14,70,143.04,141.11999999999998,141.11999999999998,139.83999999999995,144.54,144.86999999999998
2021-01-15,70,141.11999999999998,141.11999999999998,139.83999999999995,144.54,144.86999999999998,144.20999999999998
2021-01-16,70,141.11999999999998,139.83999999999995,144.54,144.86999999999998,144.20999999999998,143.54999999999998
2021-01-17,70,139.83999999999995,144.54,144.86999999999998,144.20999999999998,143.54999999999998,142.89
2021-01-18,70,144.54,144.86999999999998,144.20999999999998,143.54999999999998,142.89,142.89
2021-01-19,70,144.86999999999998,144.20999999999998,143.54999999999998,142.89,142.89,142.89
2021-01-20,70,144.20999999999998,143.54999999999998,142.89,142.89,142.89,145.52999999999997
2021-01-21,70,143.54999999999998,142.89,142.89,142.89,145.52999999999997,144.86999999999998
2021-01-22,70,142.89,142.89,142.89,145.52999999999997,144.86999999999998,142.55999999999997
2021-01-23,70,142.89,142.89,145.52999999999997,144.86999999999998,142.55999999999997,142.23
2021-01-24,70,142.89,145.52999999999997,144.86999999999998,142.55999999999997,142.23,142.23
2021-01-25,70,145.52999999999997,144.86999999999998,142.55999999999997,142.23,142.23,141.89999999999998
2021-01-26,70,144.86999999999998,142.55999999999997,142.23,142.23,141.89999999999998,141.57
2021-01-27,70,142.55999999999997,142.23,142.23,141.89999999999998,141.57,141.23999999999998
2021-01-28,70,142.23,142.23,141.89999999999998,141.57,141.23999999999998,140.91
2021-01-29,70,142.23,141.89999999999998,141.57,141.23999999999998,140.91,140.91
2021-01-30,70,141.89999999999998,141.57,141.23999999999998,140.91,140.91,136.32
2021-01-31,70,141.57,141.23999999999998,140.91,140.91,136.32,136.32
2021-02-01,70,141.23999999999998,140.91,140.91,136.32,136.32,135.99999999999997
2021-02-02,70,140.91,140.91,136.32,136.32,135.99999999999997,135.36
2021-02-03,70,140.91,136.32,136.32,135.99999999999997,135.36,135.04
2021-02-04,70,136.32,136.32,135.99999999999997,135.36,135.04,135.36
2021-02-05,70,136.32,135.99999999999997,135.36,135.04,135.36,135.67999999999998
2021-02-06,70,135.99999999999997,135.36,135.04,135.36,135.67999999999998,134.71999999999997
2021-02-07,70,135.36,135.04,135.36,135.67999999999998,134.71999999999997,134.71999999999997
2021-02-08,70,135.04,135.36,135.67999999999998,134.71999999999997,134.71999999999997,133.76
2021-02-09,70,135.36,135.67999999999998,134.71999999999997,134.71999999999997,133.76,134.71999999999997
2021-02-10,70,135.67999999999998,134.71999999999997,134.71999999999997,133.76,134.71999999999997,134.71999999999997
2021-02-11,70,134.71999999999997,134.71999999999997,133.76,134.71999999999997,134.71999999999997,133.43999999999997
2021-02-12,70,134.71999999999997,133.76,134.71999999999997,134.71999999999997,133.43999999999997,134.39999999999998
2021-02-13,70,133.76,134.71999999999997,134.71999999999997,133.43999999999997,134.39999999999998,133.76
2021-02-14,70,134.71999999999997,134.71999999999997,133.43999999999997,134.39999999999998,133.76,133.76
2021-02-15,70,134.71999999999997,133.43999999999997,134.39999999999998,133.76,133.76,133.76
2021-02-16,70,133.43999999999997,134.39999999999998,133.76,133.76,133.76,133.76
2021-02-17,70,134.39999999999998,133.76,133.76,133.76,133.76,133.43999999999997
2021-02-18,70,133.76,133.76,133.76,133.76,133.43999999999997,133.43999999999997
2021-02-19,70,133.76,133.76,133.76,133.43999999999997,133.43999999999997,133.76
2021-02-20,70,133.76,133.76,133.43999999999997,133.43999999999997,133.76,133.43999999999997
2021-02-21,70,133.76,133.43999999999997,133.43999999999997,133.76,133.43999999999997,132.79999999999998
2021-02-22,70,133.43999999999997,133.43999999999997,133.76,133.43999999999997,132.79999999999998,133.43999999999997
2021-02-23,70,133.43999999999997,133.76,133.43999999999997,132.79999999999998,133.43999999999997,133.43999999999997
2021-02-24,70,133.76,133.43999999999997,132.79999999999998,133.43999999999997,133.43999999999997,132.48
2021-02-25,70,133.43999999999997,132.79999999999998,133.43999999999997,133.43999999999997,132.48,127.41000000000004
2021-02-26,70,132.79999999999998,133.43999999999997,133.43999999999997,132.48,127.41000000000004,127.41000000000004
2021-02-27,70,133.43999999999997,133.43999999999997,132.48,127.41000000000004,127.41000000000004,127.41000000000004
2021-02-28,70,133.43999999999997,132.48,127.41000000000004,127.41000000000004,127.41000000000004,127.10000000000002
2021-03-01,70,132.48,127.41000000000004,127.41000000000004,127.41000000000004,127.10000000000002,126.79000000000002
2021-03-02,70,127.41000000000004,127.41000000000004,127.41000000000004,127.10000000000002,126.79000000000002,126.79000000000002
2021-03-03,70,127.41000000000004,127.41000000000004,127.10000000000002,126.79000000000002,126.79000000000002,127.10000000000002
2021-03-04,70,127.41000000000004,127.10000000000002,126.79000000000002,126.79000000000002,127.10000000000002,126.48000000000002
2021-03-05,70,127.10000000000002,126.79000000000002,126.79000000000002,127.10000000000002,126.48000000000002,126.48000000000002
2021-03-06,70,126.79000000000002,126.79000000000002,127.10000000000002,126.48000000000002,126.48000000000002,125.86000000000004
2021-03-07,70,126.79000000000002,127.10000000000002,126.48000000000002,126.48000000000002,125.86000000000004,126.48000000000002
2021-03-08,70,127.10000000000002,126.48000000000002,126.48000000000002,125.86000000000004,126.48000000000002,126.48000000000002
2021-03-09,70,126.48000000000002,126.48000000000002,125.86000000000004,126.48000000000002,126.48000000000002,130.23999999999998
2021-03-10,70,126.48000000000002,125.86000000000004,126.48000000000002,126.48000000000002,130.23999999999998,129.6
2021-03-11,70,125.86000000000004,126.48000000000002,126.48000000000002,130.23999999999998,129.6,129.6
2021-03-12,70,126.48000000000002,126.48000000000002,130.23999999999998,129.6,129.6,130.23999999999998
2021-03-13,70,126.48000000000002,130.23999999999998,129.6,129.6,130.23999999999998,129.6
2021-03-14,70,130.23999999999998,129.6,129.6,130.23999999999998,129.6,137.36
2021-03-15,70,129.6,129.6,130.23999999999998,129.6,137.36,137.36
2021-03-16,70,129.6,130.23999999999998,129.6,137.36,137.36,138.72
2021-03-17,70,130.23999999999998,129.6,137.36,137.36,138.72,138.38
2021-03-18,70,129.6,137.36,137.36,138.72,138.38,137.7
2021-03-19,70,137.36,137.36,138.72,138.38,137.7,137.7
2021-03-20,70,137.36,138.72,138.38,137.7,137.7,138.04
2021-03-21,70,138.72,138.38,137.7,137.7,138.04,139.73999999999998
2021-03-22,70,138.38,137.7,137.7,138.04,139.73999999999998,130.87999999999997
2021-03-23,70,137.7,137.7,138.04,139.73999999999998,130.87999999999997,131.83999999999995
2021-03-24,70,137.7,138.04,139.73999999999998,130.87999999999997,131.83999999999995,137.27999999999997
2021-03-25,70,138.04,139.73999999999998,130.87999999999997,131.83999999999995,137.27999999999997,130.55999999999997
