WELL_NAME,WATER_CUT,LIQ_RATE,OIL_RATE,WATER_RATE,Q_LIQ_ACCUM,Q_OIL_ACCUM,Q_WATER_ACCUM
108,1.4584805777768188e-14,2.81215886182646e-17,5.639112034995405e-17,2.768652523165583e-15,1.6490711738867634e-06,1.433854634550046e-06,2.28233045787784e-09
109,7.948722071588861e-19,2.9241946817713934e-16,9.59067586114655e-18,2.5357494066316193e-18,9.384303169442627e-15,5.562196157383302e-18,8.355298893940479e-13
111,1.4964340309154813e-08,1.1667688048887257e-13,3.023005803146963e-14,5.380768971730713e-12,2.715795049859193e-07,3.664940928640907e-06,1.1122407688280005e-12
114,5.055040342238764e-19,8.017157553529666e-17,8.028867527444186e-17,3.281064448874251e-19,5.265445202386408e-10,1.2785652742743734e-10,9.039461787673648e-09
115,4.277259556964653e-22,2.0703288089313992e-16,8.215405077695794e-18,4.008549956684172e-23,5.0698398371919244e-11,4.897088471204133e-11,1.406305101919419e-16
116,5.4558340896780684e-24,1.6590659650689392e-16,1.39254629175809e-18,4.8693668815388346e-23,3.1279041942277615e-11,3.6777547962713e-14,4.0577997785446214e-17
117,4.0592510902482915e-20,7.515236985682565e-18,1.1226590851530658e-15,5.523229660438582e-23,4.4101359746337225e-08,4.048420969960132e-08,1.214016192524059e-10
118,1.0259816225386019e-19,7.707525288832059e-16,3.2110471590192686e-20,2.480593918381061e-16,3.549621188232964e-06,1.717462520994148e-06,9.614006228630941e-14
120,3.9640594586920074e-17,1.5311547131304033e-18,1.9366782912740334e-19,1.457809799104194e-16,4.5273611496321737e-13,4.390794489153483e-11,3.898033868421601e-14
122,5.965116819060451e-08,2.55213826301346e-18,3.0480899333466945e-09,3.3171756072654864e-17,1.165056093677868e-06,0.005955444804618208,9.996609045719005e-07
126,6.390556230673348e-17,5.1377336738418e-13,5.310393259567966e-13,2.977246616887113e-16,4.989419372466382e-08,5.030859853033998e-08,2.4580291181521794e-08
130,1.290056782724788e-14,1.0898818909959203e-21,1.3111341920101382e-21,6.703792962246607e-19,0.0015123364777469386,0.0006161288756080839,0.003373901249377466
131,1.052297832355852e-19,9.960289340033042e-12,7.395215931838041e-17,3.19043809819522e-19,0.0001279189097808387,0.0005197698904306612,1.0437170316006653e-07
133,3.9781891070093124e-18,2.0854414986382634e-08,9.079745016722574e-08,5.85719655602952e-17,0.0744860046182078,0.08076666130212351,1.2156698730348166e-06
136,3.6259685364443215e-10,3.8776971896935685e-14,7.917531159968862e-14,8.083664078623488e-11,0.006564915165767212,0.0008221383061455313,3.648318079427814e-13
148,5.636096153525483e-19,1.2851153056917691e-19,1.296320456860878e-19,2.1105966297298382e-19,0.00010110624087840319,0.0004155471170025841,8.377914220182695e-08
150,2.5058097264282126e-17,4.528124586863588e-15,7.80444893681341e-15,7.84075533636922e-18,0.0002046143888004217,0.00018322020478310326,0.001806015851308463
151,6.418297192705697e-17,2.1398795404210885e-08,4.43158795940995e-08,8.537620716354915e-17,3.1895269773649586e-06,1.1804823433792678e-05,9.295619535107821e-08
156,2.1731641899220943e-17,4.855500964503924e-14,2.179208349373775e-13,5.253820440685289e-19,2.5103144156277367e-11,4.429223322858665e-09,1.3005290180648855e-10
157,3.197839870604539e-14,9.495715508909098e-16,2.2292072673018712e-17,8.607034335275892e-15,8.153554366671453e-07,1.4117775954848426e-06,5.048181803979351e-13
158,8.862356815031635e-16,7.268349885832098e-21,1.8960907303032764e-21,2.9471937916093245e-12,2.940371349593561e-07,5.576135398048617e-05,8.702001571498625e-09
159,6.959057298447525e-17,1.582920524585013e-10,6.050847667546698e-11,3.3419802236978554e-16,0.002475123865703178,0.002888585706017244,1.1472076505240911e-07
160,1.5169958473213207e-19,8.562287463530189e-14,3.4088614681544554e-13,2.0206227721383316e-20,0.0011038887513268232,0.001170453087233514,0.0008039438692523963
167,2.8809694249191403e-27,9.121676675089506e-12,5.539181702410937e-10,4.144913105089179e-15,6.294245169898341e-05,1.6768238992862917e-05,0.001050200968591617
168,4.488431219092739e-19,4.3232572913085014e-18,3.956154002906145e-18,1.2251464622221258e-20,1.4011611758247184e-15,8.836686460660857e-16,1.292911206619228e-05
170,1.5159433339381339e-09,2.8309283526898876e-10,1.9010206260763944e-10,3.4474705662385507e-08,3.1289338632847476e-05,2.3412997122255294e-05,0.00013168726113627023
173,9.423462825230859e-18,6.8892734289343066e-18,4.7699561176184044e-18,1.144666919046914e-16,5.078812001525338e-06,1.7438970751656633e-10,5.801381801552143e-14
178,3.893971955467696e-14,3.3137673427011385e-19,2.981679955002508e-19,7.537715725919549e-16,1.1958218671173827e-06,2.893267691074499e-06,2.39408039013233e-05
180,5.093601487755278e-17,1.348180045638436e-14,2.0435414315128653e-13,4.449199196603721e-18,7.094023101999625e-07,0.00027802844874836777,1.8936252742442786e-09
181,6.609825461693523e-15,5.046037538859208e-17,2.964492397999109e-17,5.493479430894667e-15,1.1099037209680924e-05,1.981222572293424e-05,2.125155091944815e-06
182,6.340540857565142e-16,3.177292469271163e-20,3.6846555830478533e-19,1.0441197008252026e-16,1.2155605325260969e-09,3.342437468444898e-06,2.523294812265365e-12
185,5.9177200092965564e-15,2.9851576302455316e-15,3.1630034796481322e-15,3.798542537463258e-15,9.764719915708105e-08,9.084915227463747e-08,5.310890412387431e-05
186,2.5278110968596187e-17,1.9854496406035936e-16,7.895070195459066e-17,2.488924899494637e-16,0.00013326570661637794,0.0001180504532923855,5.6325504533989755e-05
187,1.1435520943139862e-14,2.0101776996286465e-12,2.1013583189668218e-11,1.0831281926895757e-14,6.428363970456643e-07,4.94165046060386e-07,7.200225120306358e-05
189,3.2690934864023496e-14,7.345195627236323e-18,7.639119600155308e-17,1.8320622702689823e-14,1.6361023009683978e-18,0.020664669021141793,1.5139465753151552e-06
191,1.6501098000860806e-10,4.4526303908036606e-14,1.8641708215604677e-14,1.0475007238993133e-11,0.008906083587504917,0.004717353354886777,0.00016930500853171225
192,1.731304356187437e-16,6.244467926675264e-16,2.820528420404048e-16,5.4649929900281895e-08,0.009115628773595692,0.005366857771773395,3.365002457706863e-06
193,2.381325360646341e-13,4.495576306850456e-19,3.0613632000809045e-19,2.567690266633219e-12,1.0623370312560074e-07,2.2104614297561987e-05,1.202793648964303e-09
194,1.7184551924589787e-19,3.6077353485770683e-17,3.5388096296938966e-17,5.942257046446081e-19,9.028996627722529e-07,2.5598205827371634e-06,5.512611315379773e-06
195,1.9260548808036528e-17,6.5773622875233125e-15,4.400967090833382e-13,3.2099769978548645e-18,9.289858136286575e-12,1.613000168216446e-06,2.3294749397854587e-11
196,8.064402647083862e-17,3.764033581170665e-15,9.235715527798114e-15,9.998949452777865e-17,6.880235672939799e-07,2.4668981187585236e-10,4.906442063523057e-14
198,8.273685368996017e-17,3.8759347767613186e-17,6.235060671779079e-17,3.1399785527882364e-16,0.0005563962422015792,0.0007182364091377565,1.1205218708869921e-08
199,9.436012976460765e-14,6.4024154657107144e-15,5.193896746593076e-15,2.7571307390011484e-13,2.8509265252865712e-06,3.3312256397563122e-06,1.233487323627542e-06
202,1.2599504478045006e-16,5.80063441466274e-17,5.320305117798069e-17,1.841380422481575e-17,6.663667595382656e-07,5.37132401197443e-07,3.494567705578334e-08
205,2.4996592352214965e-16,4.229593311866473e-16,4.630088453218842e-17,3.563260221008627e-21,1.0699765206543944e-05,0.0003873563755297384,0.00023757120364154813
210,9.280059788884158e-12,6.092776735078418e-11,5.160906819950971e-10,2.5292561069420333e-10,0.16580991468622053,1.3714531749957272e-09,1.759788138890215e-05
218,9.520201685262547e-17,4.774154533835756e-19,2.4304386705979835e-19,2.7667296503651526e-16,2.4429302146001483e-06,1.3919878378814702e-12,2.3650420415628222e-07
225,2.405419212458239e-16,1.212510077476512e-12,1.9777834078015357e-16,1.4535755439938026e-13,1.6313385330735333e-12,1.2474970523303945e-13,1.979114420742861e-06
226,9.358628956120345e-10,8.389447545416757e-19,8.993124888813481e-18,4.049106539749829e-19,1.2408847129047172e-07,3.074495255401114e-05,6.486542355970864e-10
227,5.615726397476262e-14,1.4052431250958344e-12,3.443089297723242e-17,2.50053929380294e-17,2.066127526050891e-06,0.00044333772473063084,1.61187980514439e-06
229,7.320010288643716e-12,9.3152329359805e-12,3.163340099255247e-12,2.042312204838578e-16,0.0002897923962601763,4.430999308303692e-05,1.0985000336879883e-07
230,5.1636207387353824e-18,1.0634633390077137e-06,1.0770940856179681e-16,1.539666675976102e-18,2.347261149150429e-10,3.5799123569166103e-09,1.494489036089497e-07
231,9.517897181786925e-15,1.1083962437059876e-16,2.428413456997065e-11,7.377333310761134e-11,0.001629124190030837,0.0006014982767806618,0.0003405314039068132
233,1.496723615495971e-14,2.75420655508609e-15,1.747697798756001e-08,1.1647538386145997e-13,4.822329342837782e-06,0.0013843495457316868,5.951816986257779e-09
234,8.439421150091206e-17,2.3686817428259426e-18,2.1697741879830413e-18,1.7891360006244095e-15,3.497257081153874e-13,2.9723590175984716e-13,4.371586115294831e-12
235,1.3323353716715247e-17,3.8591699876419295e-23,3.749280059247957e-23,7.03578423015714e-21,4.907887471428478e-13,8.347802072653526e-13,1.8375025725453871e-06
236,1.9860843848803575e-15,8.516569748374593e-15,3.528926129542005e-15,1.1276302261595907e-18,2.152733787876537e-06,1.3686845029879674e-06,3.9091118550236965e-06
237,4.871449852340254e-18,1.4021388197120325e-20,8.383534500317213e-20,3.1167934297118984e-20,6.160963945842937e-06,6.381413347328779e-06,4.026416512715612e-07
239,3.063032122412009e-10,2.1717665209415447e-12,3.6151719463363477e-12,3.3241018069990012e-18,0.0003384351294883416,0.00029957194964397847,1.265864203636357e-07
241,7.0149754438103854e-15,1.8482862398691222e-14,4.0586076977790555e-15,7.653658509290442e-13,8.523616975162982e-10,3.685575574933936e-07,4.541037670986842e-08
242,1.4683368489057877e-16,2.261296718123418e-18,4.8098289568106005e-18,1.0088998932017204e-16,6.146383968145901e-11,6.343503155426345e-08,1.0488738124022317e-06
244,5.280278555938727e-19,6.805661993272791e-17,3.0706490070302145e-17,3.058605799157717e-17,9.320145022839774e-10,0.00017583208519459157,3.794425357254044e-16
245,3.971001636989442e-16,1.6557733430603192e-12,4.2770853211969904e-13,1.9204297695411675e-14,0.004888207930022404,1.1248313596729456e-12,3.8966418785598004e-06
246,3.638703241268645e-17,5.825970230429061e-18,6.463287301850511e-16,1.9790175584024657e-17,2.4972903857845714e-09,0.0003741844002210814,2.523678233722024e-07
247,1.0307773077917308e-16,1.9418405622240265e-14,1.6329028708342144e-14,2.971787050836038e-18,6.473113862675954e-05,0.00013433463968677328,7.44075388197152e-11
249,3.388133882819882e-22,3.2095916524396005e-17,8.347843338855954e-17,3.804846991418789e-18,2.0427282263551088e-07,2.3872576742797086e-12,9.294190562855264e-10
250,1.5909465731592704e-18,1.3902493810136528e-18,9.409269269194304e-18,1.796220461737864e-19,4.26382695337586e-14,1.0658398252643726e-09,4.5285902238143425e-09
251,3.555040823736764e-21,3.648901648651591e-19,7.36253051431953e-20,8.088658186020441e-21,6.772904469078612e-07,2.293725015499592e-05,1.4359296176984246e-11
252,5.1001027064024235e-18,2.5276205990779633e-18,5.219426505370213e-18,2.768413368612762e-18,1.5542088965278013e-05,7.632597424139845e-05,1.5923072660593625e-09
254,1.2699497523071494e-14,1.3341619629214557e-21,2.0015731539079178e-16,1.3024264443108727e-23,0.0002033339190834571,0.00017031757615339525,7.223095968212099e-06
257,2.104176023825914e-16,4.238572523865444e-06,1.1450715084403667e-19,2.2204479824552882e-10,0.0033688450368951676,0.008327016692068725,3.3780402900710357e-09
258,6.604906722764541e-11,1.2934582883213942e-13,4.735422448021035e-11,1.577812197468531e-14,0.00020807647058686138,0.00037116495647491083,3.6197896109661523e-06
