MEASURED_IN_DATE,WELL_NAME,CHARWORK,WATER_CUT,P_ZAB,INTAKE,WELLHEAD_PRESSURE,LIQ_RATE,OIL_RATE,WATER_RATE,Q_LIQ_ACCUM,Q_OIL_ACCUM,Q_WATER_ACCUM
2020-08-31,1,НЕФ,60.0,52.57,0.0,,247.0,98.8,148.2,32268.0,18217.46999999999,14050.530000000008
2020-09-01,1,НЕФ,60.0,52.57,0.0,,244.0,97.6,146.39999999999998,32512.0,18315.06999999999,14196.930000000008
2020-09-02,1,НЕФ,59.0,51.55,0.0,,243.0,99.63,143.37,32755.0,18414.69999999999,14340.300000000008
2020-09-03,1,НЕФ,60.0,51.57,0.0,,241.0,96.4,144.6,32996.0,18511.09999999999,14484.900000000009
2020-09-04,1,НЕФ,62.0,51.6,0.0,,240.0,91.2,148.8,33236.0,18602.299999999992,14633.700000000008
2020-09-05,1,НЕФ,62.0,51.6,0.0,,239.0,90.82,148.18,33475.0,18693.11999999999,14781.880000000008
2020-09-06,1,НЕФ,61.0,50.59,0.0,,238.0,92.82,145.18,33713.0,18785.93999999999,14927.060000000009
2020-09-07,1,НЕФ,59.0,50.55,0.0,,236.0,96.76,139.24,33949.0,18882.69999999999,15066.300000000008
2020-09-08,1,НЕФ,59.0,50.55,0.0,,236.0,96.76,139.24,34185.0,18979.45999999999,15205.540000000008
2020-09-09,1,НЕФ,59.0,53.55,0.0,,234.0,95.94,138.06,34419.0,19075.399999999987,15343.600000000008
2020-09-10,1,НЕФ,59.0,53.55,0.0,,231.0,94.71,136.29,34650.0,19170.109999999982,15479.890000000009
2020-09-11,1,НЕФ,60.0,53.57,0.0,,231.0,92.4,138.6,34881.0,19262.509999999987,15618.490000000009
2020-09-12,1,НЕФ,60.0,53.57,0.0,,231.0,92.4,138.6,35112.0,19354.90999999999,15757.09000000001
2020-09-13,1,НЕФ,60.0,53.57,0.0,,231.0,92.4,138.6,35343.0,19447.30999999999,15895.69000000001
2020-09-14,1,НЕФ,60.0,46.51,0.0,,231.0,92.4,138.6,35574.0,19539.709999999992,16034.29000000001
2020-09-15,1,НЕФ,60.0,46.51,0.0,,231.0,92.4,138.6,35805.0,19632.109999999997,16172.89000000001
2020-09-16,1,НЕФ,60.0,46.51,0.0,,231.0,92.4,138.6,36036.0,19724.509999999995,16311.49000000001
2020-09-17,1,НЕФ,60.0,46.51,0.0,,231.0,92.4,138.6,36267.0,19816.91,16450.09000000001
2020-09-18,1,НЕФ,60.0,46.51,0.0,,231.0,92.4,138.6,36498.0,19909.31,16588.69000000001
2020-09-19,1,НЕФ,60.0,46.52,0.0,,224.0,89.60000000000001,134.39999999999998,36722.0,19998.91,16723.09000000001
2020-09-20,1,НЕФ,60.0,46.52,0.0,,218.0,87.2,130.8,36940.0,20086.11,16853.89000000001
2020-09-21,1,НЕФ,61.0,46.54,0.0,,217.0,84.63000000000001,132.37,37157.0,20170.74,16986.26000000001
2020-09-22,1,НЕФ,61.0,46.54,0.0,,215.0,83.85000000000001,131.14999999999998,37372.0,20254.59,17117.41000000001
2020-09-23,1,НЕФ,62.0,46.56,0.0,,214.0,81.32000000000001,132.68,37586.0,20335.91,17250.09000000001
2020-09-24,1,НЕФ,62.0,48.58,0.0,,213.0,80.94,132.06,37799.0,20416.849999999995,17382.150000000012
2020-09-25,1,НЕФ,62.0,48.58,0.0,,211.0,80.18,130.82,38010.0,20497.029999999995,17512.970000000012
2020-09-26,1,НЕФ,62.0,48.58,0.0,,211.0,80.18,130.82,38221.0,20577.209999999995,17643.79000000001
2020-09-27,1,НЕФ,62.0,48.58,0.0,,212.0,80.56,131.44,38433.0,20657.77,17775.23000000001
2020-09-28,1,НЕФ,62.0,41.49,0.0,,210.0,79.8,130.2,38643.0,20737.57,17905.43000000001
2020-09-29,1,НЕФ,64.0,41.53,0.0,,210.0,75.6,134.4,38853.0,20813.169999999995,18039.830000000013
2020-09-30,1,НЕФ,64.0,41.53,0.0,,210.0,75.6,134.4,39063.0,20888.769999999997,18174.23000000001
2020-10-01,1,НЕФ,64.0,41.53,0.0,,207.0,74.52,132.48000000000002,39270.0,20963.289999999997,18306.710000000014
2020-10-02,1,НЕФ,64.0,43.56,0.0,,205.0,73.8,131.2,39475.0,21037.089999999997,18437.91000000001
2020-10-03,1,НЕФ,64.0,43.56,0.0,,206.0,74.16,131.84,39681.0,21111.249999999996,18569.75000000001
2020-10-04,1,НЕФ,64.0,41.54,0.0,,202.0,72.72,129.28,39883.0,21183.969999999998,18699.030000000013
2020-10-05,1,НЕФ,64.0,42.55,0.0,,200.0,72.0,128.0,40083.0,21255.969999999998,18827.030000000013
2020-10-06,1,НЕФ,64.0,42.56,0.0,,199.0,71.64,127.36,40282.0,21327.609999999997,18954.39000000001
2020-10-07,1,НЕФ,64.0,42.56,0.0,,197.0,70.92,126.08,40479.0,21398.52999999999,19080.470000000016
2020-10-08,1,НЕФ,64.0,41.55,0.0,,196.0,70.56,125.44,40675.0,21469.089999999997,19205.91000000001
2020-10-09,1,НЕФ,64.0,41.55,0.0,,196.0,70.56,125.44,40871.0,21539.649999999998,19331.350000000013
2020-10-10,1,НЕФ,64.0,41.55,0.0,,196.0,70.56,125.44,41067.0,21610.209999999995,19456.79000000001
2020-10-11,1,НЕФ,68.0,41.62,0.0,,194.0,62.07999999999999,131.92000000000002,41261.0,21672.29,19588.71000000001
2020-10-12,1,НЕФ,68.0,41.62,0.0,,194.0,62.07999999999999,131.92000000000002,41455.0,21734.37,19720.63000000001
2020-10-13,1,НЕФ,69.0,41.64,0.0,,194.0,60.14000000000001,133.86,41649.0,21794.51,19854.49000000001
2020-10-14,1,НЕФ,69.0,41.85,0.0,,193.0,59.83000000000001,133.17,41842.0,21854.34,19987.660000000007
2020-10-15,1,НЕФ,69.0,41.85,0.0,,193.0,59.83000000000001,133.17,42035.0,21914.17,20120.830000000005
2020-10-16,1,НЕФ,69.0,41.85,0.0,,193.0,59.83000000000001,133.17,42228.0,21974.000000000004,20254.000000000004
2020-10-17,1,НЕФ,69.0,41.85,0.0,,192.0,59.52000000000001,132.48,42420.0,22033.520000000004,20386.480000000003
2020-10-18,1,НЕФ,69.0,41.85,0.0,,192.0,59.52000000000001,132.48,42612.0,22093.040000000005,20518.960000000003
2020-10-19,1,НЕФ,69.0,41.85,0.0,,191.0,59.21000000000001,131.79,42803.0,22152.250000000004,20650.750000000004
2020-10-20,1,НЕФ,69.0,41.85,0.0,,191.0,59.21000000000001,131.79,42994.0,22211.460000000003,20782.540000000005
2020-10-21,1,НЕФ,69.0,41.65,0.0,,191.0,59.21000000000001,131.79,43185.0,22270.67,20914.330000000005
2020-10-22,1,НЕФ,69.0,41.65,0.0,,191.0,59.21000000000001,131.79,43376.0,22329.88,21046.120000000006
2020-10-23,1,НЕФ,69.0,41.65,0.0,,191.0,59.21000000000001,131.79,43567.0,22389.09,21177.910000000007
2020-10-24,1,НЕФ,69.0,41.65,0.0,,191.0,59.21000000000001,131.79,43758.0,22448.3,21309.700000000008
2020-10-25,1,НЕФ,69.0,41.65,0.0,,191.0,59.21000000000001,131.79,43949.0,22507.51,21441.49000000001
2020-10-26,1,НЕФ,68.0,41.63,0.0,,191.0,61.11999999999999,129.88,44140.0,22568.63,21571.37000000001
2020-10-27,1,НЕФ,68.0,41.63,0.0,,190.0,60.79999999999999,129.20000000000002,44330.0,22629.43,21700.57000000001
2020-10-28,1,НЕФ,68.0,41.63,0.0,,190.0,60.79999999999999,129.20000000000002,44520.0,22690.23,21829.77000000001
2020-10-29,1,НЕФ,68.0,41.63,0.0,,190.0,60.79999999999999,129.20000000000002,44710.0,22751.029999999995,21958.97000000001
2020-10-30,1,НЕФ,68.0,41.63,0.0,,189.0,60.47999999999999,128.52,44899.0,22811.509999999995,22087.490000000013
2020-10-31,1,НЕФ,68.0,41.63,0.0,,190.0,60.79999999999999,129.20000000000002,45089.0,22872.309999999998,22216.690000000013
2020-11-01,1,НЕФ,68.0,41.63,0.0,,189.0,60.47999999999999,128.52,45278.0,22932.789999999997,22345.210000000014
2020-11-02,1,НЕФ,68.0,41.63,0.0,,190.0,60.79999999999999,129.20000000000002,45468.0,22993.589999999997,22474.41000000001
2020-11-03,1,НЕФ,68.0,41.63,0.0,,187.0,59.83999999999999,127.16,45655.0,23053.429999999997,22601.57000000001
2020-11-04,1,НЕФ,68.0,41.63,0.0,,186.0,59.51999999999999,126.48000000000002,45841.0,23112.949999999997,22728.05000000001
2020-11-05,1,НЕФ,69.0,41.65,0.0,,185.0,57.35000000000001,127.65,46026.0,23170.299999999992,22855.70000000001
2020-11-06,1,НЕФ,69.0,41.65,0.0,,185.0,57.35000000000001,127.65,46211.0,23227.64999999999,22983.350000000017
2020-11-07,1,НЕФ,71.0,41.69,0.0,,185.0,53.650000000000006,131.35,46396.0,23281.299999999992,23114.70000000001
2020-11-08,1,НЕФ,71.0,39.67,0.0,,185.0,53.650000000000006,131.35,46581.0,23334.949999999997,23246.05000000001
2020-11-09,1,НЕФ,71.0,39.67,0.0,,185.0,53.650000000000006,131.35,46766.0,23388.599999999995,23377.40000000001
2020-11-10,1,НЕФ,71.0,39.67,0.0,,184.0,53.36000000000001,130.64,46950.0,23441.959999999995,23508.04000000001
2020-11-11,1,НЕФ,72.0,39.69,0.0,,184.0,51.52,132.48,47134.0,23493.48,23640.52000000001
2020-11-12,1,НЕФ,72.0,39.7,0.0,,181.0,50.68000000000001,130.32,47315.0,23544.16,23770.84000000001
2020-11-13,1,НЕФ,73.0,40.32,0.0,,182.0,49.14,132.86,47497.0,23593.3,23903.70000000001
2020-11-14,1,НЕФ,73.0,40.32,0.0,,181.0,48.870000000000005,132.13,47678.0,23642.169999999995,24035.830000000013
2020-11-15,1,НЕФ,73.0,40.72,0.0,,182.0,49.14,132.86,47860.0,23691.309999999998,24168.690000000013
2020-11-16,1,НЕФ,73.0,40.72,0.0,,182.0,49.14,132.86,48042.0,23740.449999999997,24301.55000000001
2020-11-17,1,НЕФ,73.0,40.72,0.0,,182.0,49.14,132.86,48224.0,23789.589999999997,24434.41000000001
2020-11-18,1,НЕФ,73.0,40.72,0.0,,184.0,49.68000000000001,134.32,48408.0,23839.269999999997,24568.73000000001
2020-11-19,1,НЕФ,73.0,40.72,0.0,,184.0,49.68000000000001,134.32,48592.0,23888.949999999997,24703.05000000001
2020-11-20,1,НЕФ,73.0,40.72,0.0,,184.0,49.68000000000001,134.32,48776.0,23938.629999999997,24837.370000000014
2020-11-21,1,НЕФ,73.0,40.72,0.0,,184.0,49.68000000000001,134.32,48960.0,23988.309999999998,24971.690000000013
2020-11-22,1,НЕФ,73.0,40.72,0.0,,183.0,49.41,133.59,49143.0,24037.719999999998,25105.280000000013
2020-11-23,1,НЕФ,74.0,40.74,0.0,,183.0,47.58,135.42000000000002,49326.0,24085.3,25240.70000000001
2020-11-24,1,НЕФ,76.0,40.76,0.0,,182.0,43.68,138.32,49508.0,24128.98,25379.02000000001
2020-11-25,1,НЕФ,76.0,40.78,0.0,,181.0,43.44,137.56,49689.0,24172.419999999995,25516.580000000013
2020-11-26,1,НЕФ,76.0,41.79,0.0,,181.0,43.44,137.56,49870.0,24215.859999999997,25654.14000000001
2020-11-27,1,НЕФ,76.0,41.79,0.0,,186.0,44.64,141.36,50056.0,24260.499999999996,25795.50000000001
2020-11-28,1,НЕФ,76.0,41.79,0.0,,184.0,44.16,139.84,50240.0,24304.659999999996,25935.34000000001
2020-11-29,1,НЕФ,76.0,41.79,0.0,,184.0,44.16,139.84,50424.0,24348.819999999992,26075.18000000001
2020-11-30,1,НЕФ,76.0,40.58,0.0,,183.0,43.92,139.07999999999998,50607.0,24392.73999999999,26214.260000000017
2020-12-01,1,НЕФ,76.0,40.58,0.0,,182.0,43.68,138.32,50789.0,24436.41999999999,26352.580000000016
2020-12-02,1,НЕФ,77.0,40.3,0.0,,182.0,41.86,140.14,50971.0,24478.27999999999,26492.720000000016
2020-12-03,1,НЕФ,77.0,40.3,0.0,,181.0,41.63,139.37,51152.0,24519.909999999996,26632.09000000001
2020-12-04,1,НЕФ,77.0,40.3,0.0,,181.0,41.63,139.37,51333.0,24561.539999999997,26771.460000000014
2020-12-05,1,НЕФ,77.0,40.3,0.0,,182.0,41.86,140.14,51515.0,24603.399999999998,26911.600000000013
2020-12-06,1,НЕФ,77.0,40.3,0.0,,182.0,41.86,140.14,51697.0,24645.259999999995,27051.740000000013
2020-12-07,1,НЕФ,77.0,40.3,0.0,,182.0,41.86,140.14,51879.0,24687.119999999995,27191.88000000001
2020-12-08,1,НЕФ,77.0,40.3,0.0,,182.0,41.86,140.14,52061.0,24728.98,27332.02000000001
2020-12-09,1,НЕФ,77.0,40.2,0.0,,181.0,41.63,139.37,52242.0,24770.61,27471.39000000001
2020-12-10,1,НЕФ,77.0,40.2,0.0,,182.0,41.86,140.14,52424.0,24812.47,27611.53000000001
2020-12-11,1,НЕФ,77.0,40.2,0.0,,182.0,41.86,140.14,52606.0,24854.33,27751.67000000001
2020-12-12,1,НЕФ,77.0,40.2,0.0,,180.0,41.4,138.6,52786.0,24895.73,27890.270000000008
2020-12-13,1,НЕФ,77.0,40.3,0.0,,180.0,41.4,138.6,52966.0,24937.13,28028.870000000006
2020-12-14,1,НЕФ,77.0,40.3,0.0,,179.0,41.17,137.83,53145.0,24978.3,28166.700000000008
2020-12-15,1,НЕФ,77.0,40.3,0.0,,180.0,41.4,138.6,53325.0,25019.7,28305.300000000007
2020-12-16,1,НЕФ,77.0,40.7,0.0,,180.0,41.4,138.6,53505.0,25061.1,28443.900000000005
2020-12-17,1,НЕФ,77.0,40.7,0.0,,180.0,41.4,138.6,53685.0,25102.500000000004,28582.500000000004
2020-12-18,1,НЕФ,77.0,40.7,0.0,,180.0,41.4,138.6,53865.0,25143.900000000005,28721.1
2020-12-19,1,НЕФ,77.0,40.7,0.0,,180.0,41.4,138.6,54045.0,25185.300000000007,28859.7
2020-12-20,1,НЕФ,77.0,40.6,0.0,,180.0,41.4,138.6,54225.0,25226.700000000008,28998.3
2020-12-21,1,НЕФ,77.0,40.6,0.0,,180.0,41.4,138.6,54405.0,25268.10000000001,29136.9
2020-12-22,1,НЕФ,77.0,40.6,0.0,,179.0,41.17,137.83,54584.0,25309.270000000008,29274.73
2020-12-23,1,НЕФ,77.0,40.6,0.0,,181.0,41.63,139.37,54765.0,25350.90000000001,29414.1
2020-12-24,1,НЕФ,76.0,40.58,0.0,,180.0,43.2,136.8,54945.0,25394.10000000001,29550.9
2020-12-25,1,НЕФ,76.0,40.58,0.0,,180.0,43.2,136.8,55125.0,25437.30000000001,29687.7
2020-12-26,1,НЕФ,76.0,53.84,0.0,,180.0,43.2,136.8,55305.0,25480.50000000001,29824.5
2020-12-27,1,НЕФ,76.0,53.84,0.0,,181.0,43.44,137.56,55486.0,25523.94000000001,29962.06
2020-12-28,1,НЕФ,76.0,53.84,0.0,,180.0,43.2,136.8,55666.0,25567.14000000001,30098.86
2020-12-29,1,НЕФ,76.0,52.84,0.0,,179.0,42.96,136.04,55845.0,25610.10000000001,30234.9
2020-12-30,1,НЕФ,76.0,52.84,0.0,,179.0,42.96,136.04,56024.0,25653.06000000001,30370.94
2020-12-31,1,НЕФ,76.0,52.84,0.0,,178.0,42.72,135.28,56202.0,25695.78000000001,30506.22
2021-01-01,1,НЕФ,76.0,52.84,0.0,,178.0,42.72,135.28,56380.0,25738.50000000001,30641.5
2021-01-02,1,НЕФ,76.0,52.84,0.0,,178.0,42.72,135.28,56558.0,25781.22000000001,30776.779999999995
2021-01-03,1,НЕФ,76.0,52.84,0.0,,177.0,42.48,134.52,56735.0,25823.70000000001,30911.3
2021-01-04,1,НЕФ,76.0,40.78,0.0,,178.0,42.72,135.28,56913.0,25866.420000000013,31046.579999999994
2021-01-05,1,НЕФ,76.0,40.79,0.0,,177.0,42.48,134.52,57090.0,25908.90000000001,31181.099999999995
2021-01-06,1,НЕФ,76.0,40.79,0.0,,177.0,42.48,134.52,57267.0,25951.38000000001,31315.619999999995
2021-01-07,1,НЕФ,76.0,40.79,0.0,,176.0,42.24,133.76,57443.0,25993.620000000014,31449.379999999997
2021-01-08,1,НЕФ,76.0,40.79,0.0,,177.0,42.48,134.52,57620.0,26036.100000000013,31583.899999999998
2021-01-09,1,НЕФ,76.0,40.78,0.0,,178.0,42.72,135.28,57798.0,26078.82000000001,31719.179999999997
2021-01-10,1,НЕФ,76.0,40.78,0.0,,179.0,42.96,136.04,57977.0,26121.780000000013,31855.219999999998
2021-01-11,1,НЕФ,73.0,40.73,0.0,,179.0,48.330000000000005,130.67,58156.0,26170.11000000001,31985.889999999992
2021-01-12,1,НЕФ,73.0,40.83,0.0,,178.0,48.06,129.94,58334.0,26218.170000000016,32115.82999999999
2021-01-13,1,НЕФ,73.0,40.83,0.0,,178.0,48.06,129.94,58512.0,26266.230000000018,32245.76999999999
2021-01-14,1,НЕФ,73.0,40.83,0.0,,177.0,47.790000000000006,129.20999999999998,58689.0,26314.02000000002,32374.97999999999
2021-01-15,1,НЕФ,73.0,40.93,0.0,,177.0,47.790000000000006,129.20999999999998,58866.0,26361.81000000002,32504.189999999988
2021-01-16,1,НЕФ,73.0,40.93,0.0,,176.0,47.52,128.48,59042.0,26409.33000000002,32632.669999999987
2021-01-17,1,НЕФ,73.0,40.93,0.0,,176.0,47.52,128.48,59218.0,26456.85000000002,32761.149999999987
2021-01-18,1,НЕФ,73.0,40.93,0.0,,176.0,47.52,128.48,59394.0,26504.37000000002,32889.62999999999
2021-01-19,1,НЕФ,75.0,40.77,0.0,,176.0,44.0,132.0,59570.0,26548.37000000002,33021.62999999999
2021-01-20,1,НЕФ,75.0,40.77,0.0,,176.0,44.0,132.0,59746.0,26592.37000000002,33153.62999999999
2021-01-21,1,НЕФ,75.0,40.77,0.0,,176.0,44.0,132.0,59922.0,26636.37000000002,33285.62999999999
2021-01-22,1,НЕФ,75.0,41.07,0.0,,176.0,44.0,132.0,60098.0,26680.37000000002,33417.62999999999
2021-01-23,1,НЕФ,75.0,41.07,0.0,,175.0,43.75,131.25,60273.0,26724.12000000002,33548.87999999999
2021-01-24,1,НЕФ,75.0,41.07,0.0,,175.0,43.75,131.25,60448.0,26767.87000000002,33680.12999999999
2021-01-25,1,НЕФ,75.0,41.07,0.0,,176.0,44.0,132.0,60624.0,26811.87000000002,33812.12999999999
2021-01-26,1,НЕФ,75.0,41.07,0.0,,176.0,44.0,132.0,60800.0,26855.87000000002,33944.12999999999
2021-01-27,1,НЕФ,75.0,41.07,0.0,,175.0,43.75,131.25,60975.0,26899.62000000002,34075.37999999999
2021-01-28,1,НЕФ,75.0,41.27,0.0,,175.0,43.75,131.25,61150.0,26943.37000000002,34206.62999999999
2021-01-29,1,НЕФ,75.0,41.27,0.0,,175.0,43.75,131.25,61325.0,26987.12000000002,34337.87999999999
2021-01-30,1,НЕФ,75.0,41.27,0.0,,175.0,43.75,131.25,61500.0,27030.87000000002,34469.12999999999
2021-01-31,1,НЕФ,75.0,41.27,0.0,,175.0,43.75,131.25,61675.0,27074.62000000002,34600.37999999999
2021-02-01,1,НЕФ,75.0,41.27,0.0,,175.0,43.75,131.25,61850.0,27118.37000000002,34731.62999999999
2021-02-02,1,НЕФ,75.0,41.27,0.0,,175.0,43.75,131.25,62025.0,27162.12000000002,34862.87999999999
2021-02-03,1,НЕФ,75.0,41.27,0.0,,175.0,43.75,131.25,62200.0,27205.87000000002,34994.12999999999
2021-02-04,1,НЕФ,75.0,41.57,0.0,,174.0,43.5,130.5,62374.0,27249.37000000002,35124.62999999999
2021-02-05,1,НЕФ,76.0,41.59,0.0,,174.0,41.76,132.24,62548.0,27291.13000000002,35256.86999999999
2021-02-06,1,НЕФ,76.0,41.59,0.0,,176.0,42.24,133.76,62724.0,27333.37000000002,35390.62999999999
2021-02-07,1,НЕФ,76.0,41.59,0.0,,176.0,42.24,133.76,62900.0,27375.610000000022,35524.38999999999
2021-02-08,1,НЕФ,76.0,39.38,0.0,,175.0,42.0,133.0,63075.0,27417.610000000022,35657.38999999999
2021-02-09,1,НЕФ,77.0,39.39,0.0,,176.0,40.48,135.52,63251.0,27458.090000000026,35792.90999999999
2021-02-10,1,НЕФ,78.0,39.4,0.0,,174.0,38.28,135.72,63425.0,27496.37000000002,35928.62999999999
2021-02-11,1,НЕФ,78.0,39.92,0.0,,174.0,38.28,135.72,63599.0,27534.65000000002,36064.34999999999
2021-02-12,1,НЕФ,78.0,39.82,0.0,,174.0,38.28,135.72,63773.0,27572.93000000002,36200.06999999999
2021-02-13,1,НЕФ,78.0,39.82,0.0,,174.0,38.28,135.72,63947.0,27611.210000000017,36335.78999999999
2021-02-14,1,НЕФ,78.0,39.82,0.0,,174.0,38.28,135.72,64121.0,27649.490000000016,36471.51
2021-02-15,1,НЕФ,78.0,39.62,0.0,,174.0,38.28,135.72,64295.0,27687.77000000001,36607.23
2021-02-16,1,НЕФ,78.0,39.62,0.0,,174.0,38.28,135.72,64469.0,27726.05000000001,36742.95
2021-02-17,1,НЕФ,78.0,38.81,0.0,,174.0,38.28,135.72,64643.0,27764.330000000013,36878.67
2021-02-18,1,НЕФ,78.0,38.81,0.0,,173.0,38.06,134.94,64816.0,27802.39000000001,37013.61
2021-02-19,1,НЕФ,78.0,39.01,0.0,,173.0,38.06,134.94,64989.0,27840.45000000001,37148.55
2021-02-20,1,НЕФ,78.0,38.91,0.0,,174.0,38.28,135.72,65163.0,27878.73000000001,37284.27
2021-02-21,1,НЕФ,78.0,38.91,0.0,,173.0,38.06,134.94,65336.0,27916.79000000001,37419.21000000001
2021-02-22,1,НЕФ,78.0,38.91,0.0,,173.0,38.06,134.94,65509.0,27954.850000000017,37554.15000000001
2021-02-23,1,НЕФ,78.0,38.91,0.0,,175.0,38.49999999999999,136.5,65684.0,27993.350000000017,37690.65000000001
2021-02-24,1,НЕФ,78.0,38.91,0.0,,173.0,38.06,134.94,65857.0,28031.410000000014,37825.59000000001
2021-02-25,1,НЕФ,79.0,38.83,0.0,,173.0,36.32999999999999,136.67000000000002,66030.0,28067.74000000002,37962.26000000001
2021-02-26,1,НЕФ,79.0,38.83,0.0,,173.0,36.32999999999999,136.67000000000002,66203.0,28104.07000000002,38098.93000000001
2021-02-27,1,НЕФ,79.0,38.83,0.0,,173.0,36.32999999999999,136.67000000000002,66376.0,28140.400000000023,38235.600000000006
2021-02-28,1,НЕФ,79.0,38.83,0.0,,172.0,36.11999999999999,135.88,66548.0,28176.520000000022,38371.48
2021-03-01,1,НЕФ,79.0,38.83,0.0,,171.0,35.91,135.09,66719.0,28212.430000000026,38506.57
2021-03-02,1,НЕФ,79.0,38.83,0.0,,172.0,36.11999999999999,135.88,66891.0,28248.55000000002,38642.45
2021-03-03,1,НЕФ,79.0,38.83,0.0,,173.0,36.32999999999999,136.67000000000002,67064.0,28284.880000000023,38779.12
2021-03-04,1,НЕФ,79.0,39.03,0.0,,172.0,36.11999999999999,135.88,67236.0,28321.000000000025,38914.99999999999
2021-03-05,1,НЕФ,79.0,39.03,0.0,,172.0,36.11999999999999,135.88,67408.0,28357.12000000002,39050.87999999999
2021-03-06,1,НЕФ,79.0,39.34,0.0,,172.0,36.11999999999999,135.88,67580.0,28393.24000000002,39186.75999999999
2021-03-07,1,НЕФ,79.0,39.34,0.0,,173.0,36.32999999999999,136.67000000000002,67753.0,28429.57000000002,39323.42999999999
2021-03-08,1,НЕФ,79.0,39.34,0.0,,173.0,36.32999999999999,136.67000000000002,67926.0,28465.900000000023,39460.099999999984
2021-03-09,1,НЕФ,79.0,39.34,0.0,,173.0,36.32999999999999,136.67000000000002,68099.0,28502.230000000025,39596.76999999998
2021-03-10,1,НЕФ,79.0,39.34,0.0,,173.0,36.32999999999999,136.67000000000002,68272.0,28538.560000000027,39733.43999999998
2021-03-11,1,НЕФ,79.0,39.84,0.0,,173.0,36.32999999999999,136.67000000000002,68445.0,28574.89000000003,39870.10999999998
2021-03-12,1,НЕФ,79.0,39.84,0.0,,173.0,36.32999999999999,136.67000000000002,68618.0,28611.22000000003,40006.77999999998
2021-03-13,1,НЕФ,79.0,39.64,0.0,,173.0,36.32999999999999,136.67000000000002,68791.0,28647.550000000032,40143.449999999975
2021-03-14,1,НЕФ,79.0,39.64,0.0,,173.0,36.32999999999999,136.67000000000002,68964.0,28683.880000000037,40280.11999999997
2021-03-15,1,НЕФ,78.0,39.62,0.0,,173.0,38.06,134.94,69137.0,28721.940000000035,40415.059999999976
2021-03-16,1,НЕФ,78.0,40.12,0.0,,173.0,38.06,134.94,69310.0,28760.00000000004,40549.99999999998
2021-03-17,1,НЕФ,78.0,40.12,0.0,,174.0,38.28,135.72,69484.0,28798.280000000035,40685.71999999998
2021-03-18,1,НЕФ,78.0,40.12,0.0,,174.0,38.28,135.72,69658.0,28836.560000000038,40821.43999999998
2021-03-19,1,НЕФ,78.0,40.12,0.0,,173.0,38.06,134.94,69831.0,28874.620000000035,40956.37999999998
2021-03-20,1,НЕФ,78.0,40.12,0.0,,172.0,37.84,134.16,70003.0,28912.46000000004,41090.53999999999
2021-03-21,1,НЕФ,78.0,40.12,0.0,,172.0,37.84,134.16,70175.0,28950.30000000004,41224.69999999999
2021-03-22,1,НЕФ,78.0,40.12,0.0,,172.0,37.84,134.16,70347.0,28988.14000000004,41358.85999999999
2021-03-23,1,НЕФ,78.0,40.12,0.0,,171.0,37.62,133.38,70518.0,29025.760000000035,41492.23999999999
2021-03-24,1,НЕФ,78.0,40.12,0.0,,173.0,38.06,134.94,70691.0,29063.82000000004,41627.17999999999
2021-03-25,1,НЕФ,80.0,40.12,0.0,,172.0,34.39999999999999,137.60000000000002,70863.0,29098.22000000004,41764.77999999999
2021-03-26,1,НЕФ,80.0,40.16,0.0,,172.0,34.39999999999999,137.60000000000002,71035.0,29132.62000000004,41902.37999999999
2021-03-27,1,НЕФ,80.0,40.36,0.0,,171.0,34.2,136.8,71206.0,29166.82000000004,42039.17999999999
2021-03-28,1,НЕФ,80.0,40.36,0.0,,170.0,33.99999999999999,136.0,71376.0,29200.82000000004,42175.17999999999
2021-03-29,1,НЕФ,80.0,40.26,0.0,,172.0,34.39999999999999,137.60000000000002,71548.0,29235.22000000004,42312.77999999999
2021-03-30,1,НЕФ,80.0,40.26,0.0,,172.0,34.39999999999999,137.60000000000002,71720.0,29269.620000000043,42450.37999999999
2021-03-31,1,НЕФ,80.0,39.86,0.0,,170.0,33.99999999999999,136.0,71890.0,29303.620000000043,42586.37999999999
2021-04-01,1,НЕФ,80.0,39.86,0.0,,172.0,34.39999999999999,137.60000000000002,72062.0,29338.020000000044,42723.97999999999
2021-04-02,1,НЕФ,80.0,39.86,0.0,,171.0,34.2,136.8,72233.0,29372.220000000045,42860.77999999999
2021-04-03,1,НЕФ,80.0,39.86,0.0,,172.0,34.39999999999999,137.60000000000002,72405.0,29406.620000000046,42998.37999999999
2021-04-04,1,НЕФ,80.0,39.86,0.0,,173.0,34.599999999999994,138.4,72578.0,29441.220000000045,43136.77999999999
2021-04-05,1,НЕФ,80.0,39.86,0.0,,173.0,34.599999999999994,138.4,72751.0,29475.820000000043,43275.17999999999
2021-04-06,1,НЕФ,80.0,39.86,0.0,,169.0,33.79999999999999,135.20000000000002,72920.0,29509.620000000043,43410.37999999999
2021-04-07,1,НЕФ,80.0,39.86,0.0,,172.0,34.39999999999999,137.60000000000002,73092.0,29544.020000000044,43547.97999999999
2021-04-08,1,НЕФ,80.0,39.86,0.0,,174.0,34.79999999999999,139.20000000000002,73266.0,29578.820000000043,43687.17999999999
2021-04-09,1,НЕФ,80.0,39.86,0.0,,176.0,35.19999999999999,140.8,73442.0,29614.020000000044,43827.97999999999
2021-04-10,1,НЕФ,80.0,39.86,0.0,,175.0,34.99999999999999,140.0,73617.0,29649.020000000044,43967.97999999999
